"","MLS # Link","St","Area","Address","","Current Price","Total Units","SqFt LA","Style ","Year Built","#Parking Spaces","Subdivision Name","Pool YN","Waterfront Property (Y/N)","Sale Price"
"1","F10410122","X","3390","2617 NW 9th Avenue","","$739,999","2","1,638","","1964","","Bonie Villas Sec One 57-2","No","No",""
"1","F10397077","X","3370","2509-2511 NW 3rd Ave","","$730,000","2","2,016","I02","1952","6","Mickels 2nd Add To Wilton","No","No",""
"1","F10426847","X","3380","1408-1410 NE 17TH CT","","$725,000","2","1,940","","1966","4","ALLENWOOD","No","No",""
"1","A11838884","X","3390","1427 NW 8th Ave","","$725,000","","¤2,504","I02","1968","4","¤PROGRESSO","No","No",""
"1","F10414754","X","3470","208-210 SW 20th Ave","","$725,000","","2,467","I03","1956","3","Robertson Park 22-30 B","No","No",""
"1","A11615969","X","3470","1137 SW 8th Terrace","","$710,000","","¤1,596","I03","1949","5","¤VINIK NO 2","No","No",""
"1","F10421735","X","3480","823 SW 13th St","","$710,000","","2,190","I02","1967","6","Island View 33-2 B","No","No",""
"1","F10545373","X","3360","3361 NE 16th Avenue","","$700,000","3","2,306","","1959","","Oakland Park Second Add 2","No","No",""
"1","F10483973","X","3450","3960 NE 8th Ave","","$700,000","2","1,922","I02","1963","4","Oakland Park Second Add 1","No","No",""
"1","F10535087","X","3500","406 SW 10th St","","$700,000","","2,208","","1954","4","Lauderdale 2-9 D","No","No",""
"1","F10443853","X","3360","4817 NE 18th Ter","","$699,000","","1,500","I02","1955","6","Coral Hills 37-20 B","No","No",""
"1","F10431503","X","3390","1337 NW 3rd Ave","","$699,000","","2,006","","1976","4","Progresso 2-18 D","No","No",""
"1","A11607635","X","3560","635 NW 22nd Rd","","$699,000","","¤1,810","I04","1967","4","¤WASHINGTON PARK","No","No",""
"1","F10523145","X","3720","575 NW 41st Street","","$699,000","2","2,716","","1976","","Prospect Gardens 22-26 B","No","No",""
"1","F10500173","X","3360","3200 NE 13th Ave","","$695,000","2","1,633","I02","1961","4","Oakland Park 2-38 B","No","No",""
"1","F10521627","X","3480","513 SW 15th St","","$689,990","","1,620","I02","1959","4","Lauderdale 2-9 D","No","No",""
"1","F10416121","X","3400","1471 NW 21st St","","$689,000","","2,052","I03","1973","4","Ft Lauderdale Estates 76-","No","No",""
"1","A11712196","X","3390","1619 NW 8th Ave","","$685,000","2","¤2,504","I02","1970","5","¤PROGRESSO","No","No",""
"1","F10453305","X","3370","1200 NE 1st Ave","","$680,000","2","4,192","I02","1953","4","Progresso 2-18 D","Yes","No",""
"1","A11745186","X","3390","1511-1513 NW 8th Ave","","$680,000","2","¤2,504","I02","1969","4","¤PROGRESSO","No","No",""
"1","F10403022","X","3370","1428 NE 2nd Ave","","$679,990","2","1,826","I02","1985","4","Progresso 2-18 D","No","No",""
"1","R10933886","X","3360","4521 NE 18th Ave Avenue","","$679,000","","2,085","I02","1967","","FLORANADA RIDGE","No","No",""
"1","F10445147","X","3450","873 NE 39th St","","$674,500","2","1,150","I02","1971","4","Oakland Park Second Add 1","No","No",""
"1","F10421106","X","3450","1086 NE 36th St","","$659,900","2","1,196","I02","1958","3","Oakland Park Second Add 1","No","No",""
"1","B26014646","X","3360","1402 NE 32nd Street Unit#A-b","","$659,000","2","1,664","","1959","","OAKLAND PARK","No","No",""
"1","F10480310","X","3360","1402 NE 32nd St","","$650,000","","1,697","I02","1959","4","OAKLAND PARK","No","No",""
"1","F10471139","X","3390","1611 NW 8th Ave","","$650,000","","2,480","I02","1969","4","Progresso 2-18 D","No","No",""
"1","F10447498","X","3390","517 NW 15th Ter","","$650,000","","1,184","I02","1958","5","Dorsey Park First Add 21-","No","No",""
"1","F10550772","X","3400","1461 NW 20th Street","","$650,000","3","2,052","","1973","","Ft Lauderdale Estates 76-","No","No",""
"1","F10330243","X","3480","320 SW 21st St","","$650,000","","1,476","I02","1955","6","Lauderdale 2-9 D","No","No",""
"1","F10417245","X","3400","25 NW 11th St","","$649,900","","1,820","I02","1975","8","Progresso 2-18 D","No","No",""
"1","F10532716","X","3080","701 NW 21st Ter","","$649,000","","1,694","","1958","6","Washington Park 19-22 B","No","No",""
"1","F10483682","X","3450","898 NE 39th St","","$649,000","2","2,166","I02","1959","6","Oakland Park Second Add 1","No","No",""
"1","A11664125","X","3460","532 NW 19th Ave","","$649,000","","¤1,490","I02","1952","4","¤DORSEY PARK 4TH ADD","No","No",""
"1","F10472421","X","3560","701 NW 21st Ter","","$649,000","3","1,694","I03","1958","6","Washington Park 19-22 B","No","No",""
"1","F10539713","X","3390","2204 NW 3rd Ave","","$645,000","2","1,790","","1974","6","HILLBROOK","No","No",""
"1","F10470705","X","3390","1026 NW 8th Ave","","$635,000","2","1,350","I02","1986","4","Progresso 2-18 D","No","No",""
"1","F10499769","X","3370","1413 NE 5th Ter","","$629,814","2","1,408","I02","1958","4","Progresso 2-18 D","No","No",""
"1","A11782087","X","3570","1713 SW 11th Ct","","$629,000","","¤1,941","I02","1963","4","¤RIVERSIDE PARK ADD AMEN P","No","No",""
"1","F10430957","X","3480","341 SW 21st St","","$619,000","","1,029","I02","1951","2","Lauderdale 2-9 D","No","No",""
"1","F10508122","X","3370","1309 NE 3rd Ave","","$615,000","3","1,642","","1957","4","Progresso 2-18 D","No","No",""
"1","F10454517","X","3450","270 NE 41st St","","$615,000","2","1,678","I02","1968","2","BONIELLO GARDENS 1 ADD","No","No",""
"1","F10414942","X","3270","832 NE 17th Ave","","$600,000","2","1,383","I02","1958","4","Progresso 2-18 D","Yes","No",""
"1","F10420581","X","3360","660 NE 37th St","","$600,000","2","1,394","I02","1959","3","Oakland Park Second Add 1","No","No",""
"1","F10537435","X","3370","141-145 NE 30th Court","","$599,900","2","1,506","","1965","","ALMAR ESTATES RESUB","No","No",""
"1","F10477440","X","3390","1314-1316 NW 8th Ave","","$599,000","","2,268","I02","1968","4","1314-16","No","No",""
"1","F10430547","X","3560","415-417 E Oakand Park Blvd","","$599,000","","1,020","I02","1947","2","Oakland Park Second","No","No",""
"1","F10467992","X","3810","1523-1525 NW 8th Ave","","$599,000","2","2,498","","1971","4","Progresso 2-18 D","No","No",""
"1","F10448517","X","3360","1633 NE 32nd STREET  1-2","","$595,000","2","1,644","I02","1960","6","Simpson Place 9-53 B","No","No",""
"1","A11690061","X","3600","800 SE 15th St","","$589,000","2","","I02","1964","3","¤EVERGLADES LAND SALES CO","No","No",""
"1","F10499412","X","3390","1314-1316 NW 8th Ave","","$575,000","","2,268","I02","1968","4","South middle river","No","No",""
"1","F10530185","X","3450","898 NE 39th St","","$575,000","2","2,166","","1959","6","Oakland Park Second Add 1","No","No",""
"1","F10522775","X","3390","1314-1316 NW 8th Ave","","$570,000","","2,268","","1968","4","South middle river","No","No",""
"1","F10467092","X","3460","633 NW 15th Terrace","","$570,000","3","1,632","I03","1960","4","Riverbend","No","No",""
"1","F10482185","X","3370","1128 NE 5th Ave","","$550,000","","1,014","I02","1953","4","Progresso 2-18 D","No","No",""
"1","F10419371","X","3470","1017-1019 SW 15th Ter","","$549,990","2","1,190","I02","1952","4","Riverside 3 7-17 B","No","No",""
"1","A11883035","X","3390","1533 NW 2nd Ave","","$549,500","2","¤1,290","I02","1984","4","¤PROGRESSO","No","No",""
"1","F10553911","X","3390","1135 NW 6th Avenue","","$540,000","2","1,440","","1958","","Progresso 2-18 D","No","No",""
"1","A11784595","X","3390","732 NW 2nd Ave","","$537,500","","¤1,277","I04","2023","3","¤PROGRESSO","No","No",""
"1","A11784586","X","3390","730 NW 2nd Ave","","$537,500","","¤1,277","I04","2023","3","¤PROGRESSO","No","No",""
"1","A11784579","X","3390","728 NW 2nd Ave","","$537,500","","¤1,277","I04","2023","3","¤PROGRESSO","No","No",""
"1","A11783971","X","3390","726 NW 2nd Ave","","$537,500","","1,400","I04","2022","3","¤PROGRESSO","No","No",""
"1","F10504198","X","3390","1026 NW 8th Avenue","","$525,000","2","1,350","","1986","","Progresso 2-18 D","No","No",""
"1","F10442887","X","3390","1010 NW 3rd Ave","","$525,000","2","2,524","I02","2006","4","Progresso 2-18 D","No","No",""
"1","F10437037","X","3480","623 SW 16th Ct","","$519,000","2","1,360","I02","1949","2","LAUDERDALE PINES","Yes","No",""
"1","A11730605","X","3460","1018 NW 6th Ave","","$515,000","2","¤1,350","I02","1986","4","¤PROGRESSO","No","No",""
"1","A11670460","X","3460","817 NW 12th ave","","$499,999","","¤1,238","I02","1958","4","¤LINCOLN PARK THIRD ADD","No","No",""
"1","A11789128","X","3560","626 NW 22nd Rd","","$499,950","","","I02","1959","2","WASHINGTON PARK","No","No",""
"1","F10538005","X","3460","741 NW 10th Terrace","","$499,900","2","1,305","","1951","","Progresso 2-18 D","No","No",""
"1","A11886848","X","3370","3477 NE 13","","$498,780","2","1,092","I02","1960","6","Oakland Park 2-38 B","No","No",""
"1","R10995378","X","3370","1429 N Andrews Avenue","","$490,000","2","1,000","I02","1954","","PROGRESSO","No","No",""
"1","A11749867","X","3390","1440-1442 NW 5th Ave","","$490,000","","¤1,430","I02","1956","2","¤PROGRESSO","No","No",""
"1","A11718487","X","3390","1515 NW 2nd Ave","","$490,000","2","¤1,523","I02","1963","3","¤PROGRESSO","No","No",""
"1","F10442899","X","3390","1025 NW 3rd Ave","","$480,000","2","1,356","I02","1953","6","Progresso 2-18 D","No","No",""
"1","A11563943","X","3390","1018 NW 6TH AVE","","$450,000","2","2,040","I02","1986","4","PROGRESSO","No","No",""
"1","F10436453","X","3450","902 NE 39th St","","$439,900","","1,285","I02","1958","4","Oakland Park Second Add 1","No","No",""
"1","F10442151","X","3390","1440 NW 5th Ave","","$425,900","","1,478","I02","1956","5","Progresso 2-18 D","No","No",""
"1","F10436929","X","3390","1608 NW 5th Ave","","$419,900","","1,015","I02","1951","4","Progresso 2-18 D","No","No",""
"1","A11768993","X","3450","565 NE 32nd St","","$399,999","","¤1,078","I02","1957","4","¤OAKLAND PARK SECOND ADD","No","No",""
"1","F10469007","X","3460","1619 NW 6th Place","","$375,000","2","895","I02","1960","4","Riverbend","No","No",""
"1","F10467883","X","3370","1101 NE 18th Court","","$2,900","","400","I04","1978","2","Middle River","Yes","Yes",""
