"","MLS # Link","St","Area","Address","Current Price","Total Acreage","Property SqFt","Lot Description","ZN","Subdivision Name","Road Description","Waterfront Property (Y/N)","Style of Property","Type of Property","Sale Price"
"501","A11846885","CS","5940 Florida Other","2117 NE 9th PL","$45,000","0.2300","","1/4 To Less Than 1/2 Acre Lot","","CAPE CORAL UNIT 32","","No","Zoned Residential","Residential","$45,000"
"501","A11790190","CS","5940 Florida Other","640 s shetland st","$34,000","1.2500","","","","Montura Ranches","","No","Zoned Residential","Residential","$34,000"
"501","B26027900","CS","6240 NW Okeechobee County","21072 NW 280th Street","$45,000","1.2500","","1 To Less Than 2 Acre Lot","Agriculture/Res","vk2104 The Viking Estates","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","A11966172","CS","6240 NW Okeechobee County","20315 NW 256 St","$42,000","1.2500","","","","THE SOUTHERN COLONIZATION","","No","Zoned Residential","Residential","$42,000"
"501","T20053723","CS","6240 NW Okeechobee County","17530 NW 38th Avenue","$40,000","1.1000","","","","","Paved Road","No","","Single","$40,000"
"501","T20053725","CS","6240 NW Okeechobee County","17510 NW 38th Avenue","$40,000","1.2000","","","","","Paved Road","No","","Single","$40,000"
"501","R11125391","CS","6331 Indian River – Central County","9730 20th Lane","$39,000","0.1600","","Less Than 1/4 Acre Lot","RS-6","VERO TROPICAL GARDENS UNIT","City/County Maintained, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$39,000"
"501","R11109319","CS","6331 Indian River – Central County","8035 102nd Avenue","$45,000","0.2300","","Less Than 1/4 Acre Lot","RS-3","VERO LAKE ESTATES UNIT Q","County Road, Gravel/Lime Rock Road","No","","Unimproved Agri/Recreatn/Moblhome","$45,000"
"501","R11167411","CS","6372 Brevard County (W of Indian River)","3262 Pomello Avenue","$32,000","0.2300","","Less Than 1/4 Acre Lot","Residential","PORT MALABAR UNIT 30","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$32,000"
"501","F10548442","CS","7070","0 Avenue G","$40,000","0.2800","12,197","","RS-4 Count","GARDEN CITY FARMS","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$40,000"
"501","A11982912","CS","5940 Florida Other","165 N Sendero St","$44,900","1.0900","","1 To Less Than 2 Acre Lot","","MONTURA RANCH ESTATES","Legal Access Road, City/County Maintained, Public Road","No","Zoned Residential","Residential","$44,900"
"501","A11829711","CS","5940 Florida Other","4132 OLEANDER AVE","$35,000","1.1400","49,500","1 To Less Than 2 Acre Lot","","DAYTONA NORTH SERVICE DIST","","No","Zoned Residential","Residential","$35,000"
"501","R11167638","CS","6372 Brevard County (W of Indian River)","2851 Fontainebleau Avenue","$33,750","0.2400","","Less Than 1/4 Acre Lot","Residential","PORT MALABAR UNIT 25","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$33,750"
"501","B26038311","CS","6372 Brevard County (W of Indian River)","455 Dadeville Street","$38,500","0.2300","","Less Than 1/4 Acre Lot, Less Than 1 Acre","00","PORT MALABAR UNIT 25","City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$38,500"
"501","R11158571","CS","7070","312 N 18th Street","$37,900","","","Less Than 1/4 Acre Lot","medium","AMY ANNA PARK","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$37,900"
"501","A12017641","CS","5940 Florida Other","3217 NW 21st St","$41,000","0.2299","10,018","","R1","CAPE CORAL UNIT 61","City/County Maintained, Paved Road, Public Road","No","Zoned Residential","Residential","$41,000"
"501","R11168421","CS","5940 Florida Other","724 Woodland","$40,000","","","1 To Less Than 2 Acre Lot","SINGLE FAMILY","MONTURA RANCHES, FL 33440 ","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$40,000"
"501","R11149579","CS","5940 Florida Other","2013 Petunia Avenue","$42,900","0.9998","","1/2 To Less Than 3/4 Acre Lot","R1","ORANGE BLOSSOM EST UNIT 05","","No","","Unimproved Agri/Recreatn/Moblhome","$42,900"
"501","A11905792","CS","5940 Florida Other","3615 W Gator Circle","$38,000","0.2300","","","","Cape Coral","","No","Zoned Residential","Residential","$38,000"
"501","A11873680","CS","5940 Florida Other","3117 NW 9th ST","$40,000","0.2400","","","","Cape Coral","","Yes","Zoned Residential","Residential","$40,000"
"501","B26027373","CS","6240 NW Okeechobee County","15729 NW 294th Street","$42,500","1.2500","","1 To Less Than 2 Acre Lot","Agriculture/Res","The Viking Estates","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$42,500"
"501","B26004555","CS","6352 Sebastian County","7840 96th Court","$37,500","0.2200","","Less Than 1/4 Acre Lot, Interior Lot, Less Than 1 Acre, West Of US 1","RS-3","VERO LAKE ESTATES UNIT G","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$37,500"
"501","B26010699","CS","5940 Florida Other","7670 Kaibab Avenue","$40,000","1.2386","","1 To Less Than 2 Acre Lot","Residential","FRONTIER","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$40,000"
"501","F10549440","CS","6240 NW Okeechobee County","3567 NW 37th Avenue","$42,000","0.2150","9,365","","","Basswood Un 5","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$42,000"
"501","F10517670","CS","5940 Florida Other","2120 NE 25th Ter","$30,000","0.2300","10,019","","R1-D","Cape Coral","","No","Zoned Residential","Residential","$30,000"
"501","A11971736","CS","5940 Florida Other","1630 Nuremberg Blvd","$35,000","0.2318","10,096","","RSF 3.5","PUNTA GORDA ISLES SEC 23","Private Road","No","Zoned Residential","Residential","$35,000"
"501","R11166175","CS","5940 Florida Other","1630 Nuremberg Boulevard","$35,000","0.2318","","Less Than 1/4 Acre Lot","RSF3.5","PUNTA GORDA ISLES SEC 23","Paved Road, Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$35,000"
"501","F10541991","CS","5940 Florida Other","128 - 25 SW   25 Street Road","$36,000","0.2700","11,761","Less Than 1/4 Acre Lot","R1","Marion Oaks","Paved Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$36,000"
"501","F10541989","CS","5940 Florida Other","128 - 24 SW   24 Street Road","$36,000","0.2500","10,890","Less Than 1/4 Acre Lot","R1","Marion Oaks","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$36,000"
"501","A11931362","CS","5940 Florida Other","17 NW 29th Pl","$37,500","0.2400","","","","Cape Coral","City/County Maintained, Paved Road","No","Zoned Residential","Residential","$37,500"
"501","R11135629","CS","5940 Florida Other","932 Bonnie Drive","$18,000","","","","Resident","Panama City","Other Road","No","","Single","$18,000"
"501","R11135650","CS","5940 Florida Other","928 Bonnie Drive","$15,000","","","","Resident","Panama City","Other Road","No","","Single","$15,000"
"501","R11126754","CS","5940 Florida Other","3819 NW 21st Avenue","$43,000","0.3558","","1/4 To Less Than 1/2 Acre Lot","rsf","Basswood Estates","County Road, City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$43,000"
"501","A11842870","CS","5940 Florida Other","614 S estribo","$35,000","1.2500","","Other Lot Description","Residential","Montura","","No","Zoned Residential","Residential","$35,000"
"501","A11730853","CS","5940 Florida Other","0000 Ocala","$30,000","0.2400","","","R1","MARION OAKS","","No","Zoned Residential","Residential","$30,000"
"501","B26014532","CS","6240 NW Okeechobee County","0 NW 23rd  Avenue","$38,000","0.3550","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","Res","Basswood","","No","","Unimproved Agri/Recreatn/Moblhome","$38,000"
"501","F10546391","CS","6240 NW Okeechobee County","10305 NE 2nd Terrace","$32,000","0.3510","15,290","","","Orange Blossom Ranches","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$32,000"
"501","R11079237","CS","6352 Sebastian County","8155 103rd Court","$25,000","0.2200","","Less Than 1/4 Acre Lot","RS-3","VERO LAKE ESTATES UNIT P","","No","","Unimproved Agri/Recreatn/Moblhome","$25,000"
"501","B26000125","CS","6372 Brevard County (W of Indian River)","290 NW Deeyan Ave Avenue","$38,000","0.2300","","Less Than 1/4 Acre Lot, Less Than 1 Acre","RESEDENTIAL","PORT MALABAR UNIT 39","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$38,000"
"501","A11947259","CS","6372 Brevard County (W of Indian River)","1881 SE Trapper","$31,000","0.2400","","","","PORT MALABAR","","No","Zoned Residential","Residential","$31,000"
"501","A11947157","CS","6372 Brevard County (W of Indian River)","1328 SE RAN RD","$34,000","0.2300","","","","PORT MALABAR UNIT 22","","No","Zoned Residential","Residential","$34,000"
"501","R11153157","CS","6372 Brevard County (W of Indian River)","3397 Navajo Avenue","$33,000","0.2600","","","Resident","Port Malabar Unit 30","City/County Maintained, Paved Road, Public Road","No","","Single","$33,000"
"501","A11961954","CS","5940 Florida Other","1317 NE 22nd Ave","$32,000","0.2400","","","","Cape Coral","City/County Maintained, Paved Road","No","Zoned Residential","Residential","$32,000"
"501","R11150580","CS","5940 Florida Other","518 Poplar Street","$25,000","0.2300","","Less Than 1/4 Acre Lot","res","PORT MALABAR UNIT 25","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$25,000"
"501","A11929072","CS","5940 Florida Other","5409 Phillips ST","$38,000","0.2300","10,106","Less Than 1/4 Acre Lot","TFC2","Bokeelia - Pine Island","City/County Maintained","No","Zoned Multifamily","Other","$38,000"
"501","R11079940","CS","6210 NE Okeechobee County","18230 NW 306th Street","$30,000","1.2500","","1 To Less Than 2 Acre Lot","RES","VIKINGS PRARIE","County Road, City/County Maintained, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$30,000"
"501","R11079934","CS","6210 NE Okeechobee County","17071 NW 312th Street","$27,500","1.2500","","1 To Less Than 2 Acre Lot","RES","VIKING ESTATES ","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$27,500"
"501","R11168144","CS","5940 Florida Other","1966 Pirate Avenue","$33,000","","","Less Than 1/4 Acre Lot","Residential","PORT MALABAR UNIT 17","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$33,000"
"501","R11118340","CS","5940 Florida Other","9097 SE 67th Way","$38,500","0.4368","","1/4 To Less Than 1/2 Acre Lot","SINGLE Fam","OKEECHOBEE HAMMOCK, SECTIO","","No","","Unimproved Agri/Recreatn/Moblhome","$38,500"
"501","A11918300","CS","5940 Florida Other","1505 S sally ave","$32,000","0.3700","","","","Lee County Unincorporated","","Yes","Zoned Residential","Residential","$32,000"
"501","A11696177","CS","49","SW 37 St SW 158 Court","$33,000","0.1500","6,600","","¤8900","ATHOL","","No","Zoned Residential","Residential","$33,000"
"501","R11153703","CS","5940 Florida Other","6195 6th Place","$35,000","0.1400","","Less Than 1/4 Acre Lot","RS-6","PINE TREE PARK UNIT NO 4","","No","","Unimproved Agri/Recreatn/Moblhome","$35,000"
"501","F10444685","CS","5940 Florida Other","1322 NW 7th Place","$33,000","0.2300","10,000","Less Than 1/4 Acre Lot, Less Than 1 Acre","RD-D","CAPE CORAL","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$33,000"
"501","T20051862","CS","7190","2495 SE Ruskin Drive","$29,000","0.0800","","East Of US 1","","","","No","","Single","$29,000"
"501","R11165522","CS","5940 Florida Other","3382 NW 31st Avenue","$35,000","0.3600","","1/4 To Less Than 1/2 Acre Lot","res","BASSWOOD UN 02","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$35,000"
"501","F10516980","CS","5940 Florida Other","208 Street Street 139 Drive","$27,500","2.0000","","2 To Less Than 3 Acre Lot","Arculturial","Lot 17 Suwannee Oaks","City/County Maintained, Public Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$27,500"
"501","R11164208","CS","5940 Florida Other","3079 NW 35th Avenue","$34,000","0.2152","","Less Than 1/4 Acre Lot","RES","Basswoods","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$34,000"
"501","R11169588","CS","6210 NE Okeechobee County","0 Crane Road","$33,000","","","1/4 To Less Than 1/2 Acre Lot","R1C","Royal Highlands Unit 8","County Road, City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$33,000"
"501","R11099858","CS","6372 Brevard County (W of Indian River)","449 Denmark Street","$34,000","0.2300","","Less Than 1/4 Acre Lot","Single Family","PALM BAY","City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$34,000"
"501","A11997116","CS","5940 Florida Other","2729 NW 21st St","$34,000","0.2400","","1/4 To Less Than 1/2 Acre Lot, Corner Lot, Oversized Lot","","Cape Coral","City/County Maintained, Paved Road","No","Zoned Residential","Residential","$34,000"
"501","R11105366","CS","5940 Florida Other","3268 NW 19th Avenue","$33,500","0.3500","","Interior Lot","res","Basswood","Public Road","No","","Single","$33,500"
"1001","B26034512","CS","6372 Brevard County (W of Indian River)","172 SW Lamar St Street","$33,000","0.2400","","Less Than 1/4 Acre Lot, Less Than 1 Acre, West Of US 1","Resident","PORT MALABAR UNIT 30","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$33,000"
"1001","A11881861","CS","5940 Florida Other","8701 Hampshire Dr.","$35,000","0.5100","","1/2 To Less Than 3/4 Acre Lot","Residential","Spring Lake Village","Paved Road, Public Road","No","Zoned Residential","Residential","$35,000"
"1001","R11157057","CS","5940 Florida Other","14415 NW 286th Street","$36,500","","","","res","Vikings Prairie","County Road, Paved Road","No","","Single","$36,500"
"1001","A11937422","CS","5940 Florida Other","7324 Cobb Rd","$33,000","0.2583","11,238","Less Than 1/4 Acre Lot","","RAPID","Legal Access Road","No","Zoned Residential","Residential","$33,000"
"1001","F10551580","CS","6371 Brevard County (E of Indian River)","1287 Schayler Street","$35,000","0.2300","10,019","Less Than 1/4 Acre Lot","Residential","Port Malabar","City/County Maintained, Paved Road, Public Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$35,000"
"1001","A11980024","CS","5940 Florida Other","412 Montura Ave","$35,000","1.2500","54,450","","","Montura Ranch Estates","","No","Zoned Residential","Residential","$35,000"
"1001","R11143541","CS","5940 Florida Other","348 Sawyer Street","$27,000","0.2300","","Less Than 1/4 Acre Lot","RS2","PORT MALABAR UNIT 32","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$27,000"
"1001","A12015103","CS","5940 Florida Other","802 Edison Ave","$35,000","0.5001","","","","LEHIGH ACRES UNIT 2 BLK 8","","No","Zoned Residential","Residential","$35,000"
"1001","B26018671","CS","5940 Florida Other","855 N Isora Street","$32,000","1.2500","","1 To Less Than 2 Acre Lot, Oversized Lot","Residential","Montura Ranches Estates","County Road, City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$32,000"
"1001","A11990933","CS","5940 Florida Other","4931 San Ignacio Dr","$36,500","0.2927","12,750","1/4 To Less Than 1/2 Acre Lot","R1A","SUN N LK SEB UNIT 16","Legal Access Road, Paved Road, Public Road","No","Zoned Residential","Residential","$36,500"
"1001","R11168668","CS","5940 Florida Other","119 Van Allen Avenue","$26,000","0.4600","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","residential","PLACID LAKES + MULTI-FAMIL","County Road, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$26,000"
"1001","A11972384","CS","5940 Florida Other","50 Wanda Ave S","$30,000","0.3900","","","","Lehigh Acres","","Yes","Zoned Residential","Residential","$30,000"
"1001","F10550919","CS","5940 Florida Other","1012 Lockwood Street","$34,900","0.2300","10,019","","RG3","Port LaBelle","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$34,900"
"1001","A11957200","CS","5940 Florida Other","818 Calvin Ave","$32,000","21,780.0000","","","","Lehigh Acres","","No","Zoned Residential","Residential","$32,000"
"1001","R11158195","CS","5940 Florida Other","16803 NW 256th Street","$35,000","","","","Res","SOUTHERN COLONIZATION COM","","No","","Single","$35,000"
"1001","A11952551","CS","5940 Florida Other","1312 Irving Ave.","$30,000","0.5000","","1/4 To Less Than 1/2 Acre Lot","","Lehigh Acres Unt 4","City/County Maintained","No","Zoned Residential","Residential","$30,000"
"1001","A11952406","CS","5940 Florida Other","1311 Irving Ave","$30,000","0.5000","","1/2 To Less Than 3/4 Acre Lot","","Lehigh Acres Unit 5","Legal Access Road","No","Zoned Residential","Residential","$30,000"
"1001","A11950954","CS","5940 Florida Other","0 Pine Trace Way","$31,000","0.3700","","","R1","SILVER SPRINGS SHORES UNIT","","No","Zoned Residential","Residential","$31,000"
"1001","R11156435","CS","5940 Florida Other","Tbd Resort Avenue","$35,000","0.4600","","1/4 To Less Than 1/2 Acre Lot","RES","ROYAL HIGHLANDS","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$35,000"
"1001","A11922591","CS","5940 Florida Other","2810 NW 3RD ST","$32,000","0.2300","","","","R1-D","City/County Maintained","No","Zoned Residential","Residential","$32,000"
"1001","R11124947","CS","5940 Florida Other","Tbd Frederick Street","$33,500","","","","Residential","PORT MALABAR UNIT 30","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$33,500"
"1001","A11843000","CS","5940 Florida Other","7217 ROLLING HILLS RD","$24,000","0.5014","","1/2 To Less Than 3/4 Acre Lot","","SPRING LAKE VILLAGE II","","No","Zoned Residential","Residential","$24,000"
"1001","A11821705","CS","5940 Florida Other","3209 3rd St W","$33,000","0.2500","","","","N/A","","No","Zoned Residential","Residential","$33,000"
"1001","F10496929","CS","5940 Florida Other","8001 Castile Road","$29,500","0.5000","22,000","1/2 To Less Than 3/4 Acre Lot","R1","SPRING LAKE VILLAGE III","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$29,500"
