"","MLS # Link","St","Area","Address","Current Price","Total Acreage","Property SqFt","Lot Description","ZN","Subdivision Name","Road Description","Waterfront Property (Y/N)","Style of Property","Type of Property","Sale Price"
"1","R11014987","CS","7220","2805 SE Peru Street","$335,000","0.4200","","","RS-2PS","Port St Lucie - Section 3","City/County Maintained","Yes","","Single","$335,000"
"1","T20046431","CS","7220","2805 SE Peru Street","$335,000","0.4200","","Flood Zone Lot, West Of US 1","RES","","City/County Maintained","Yes","","Single","$335,000"
"1","T20055353","CS","6140","5160 SE Burning Tree Circle","$465,000","0.3700","","East Of US 1, Golf Course Lot, Interior Lot","","","","Yes","","Single","$465,000"
"1","R11147129","CS","5590","19542 Green Grove Court","$450,000","5.0000","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot, 5 To Less Than 10 Acre Lot, West Of US 1","AR—AGRICULTURAL","Wildwood","County Road","No","","Unimproved Agri/Recreatn/Moblhome","$450,000"
"1","R11119384","CS","5540","Lot--1890 Louise Street","$500,000","5.0400","","5 To Less Than 10 Acre Lot, West Of US 1","AR/REsidential","Loxahatchee","","No","","","$500,000"
"1","R11166751","CS","5400","5165 Horseshoe Circle","$500,000","1.9800","","1 To Less Than 2 Acre Lot","AR","Unincorporated","Paved Road, Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$500,000"
"1","A11935099","CS","68","0 SW 256 Street","$480,000","2.5000","108,900","","¤8900","Redland area","","No","Zoned Residential","Other","$480,000"
"1","R11159426","CS","5040","16038 Robin Way","$465,000","1.1900","","1 To Less Than 2 Acre Lot, Interior Lot","AR","Jupiter Farms","County Road, Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$465,000"
"1","A12000320","CS","50","14400 SW 99","$440,000","0.3500","15,600","1/4 To Less Than 1/2 Acre Lot","¤2100","JACARE SUB","Paved Road","No","Zoned Residential","Residential","$440,000"
"1","F10541679","CS","5940 Florida Other","1912 SW 48th Ln","$465,000","0.2300","10,019","","R1-W","Cape Coral","","Yes","Zoned Residential","Residential","$465,000"
"1","R11067651","CS","5940 Florida Other","000 Ponderosa Avenue","$292,100","63.0000","","10 Or More Acre Lot, 5 To Less Than 10 Acre Lot, Irregular Lot","NON AGRICULTURA","ROYAL TRAILS UNIT 2 REPLAT","Paved Road, Private Road, Public Road","Yes","","","$292,100"
"1","R11014985","CS","7220","2803 SE Peru Street","$335,000","0.3800","","Flood Zone Lot, West Of US 1","RS-2PS","Port St Lucie - Section 3","City/County Maintained","Yes","","Single","$335,000"
"1","T20046426","CS","7220","2803 Peru Street","$335,000","0.3800","","Flood Zone Lot, West Of US 1","RES","","Paved Road","Yes","","Single","$335,000"
"1","R11108016","CS","7170","733 SE Hidden River Drive","$410,000","0.5900","","1/2 To Less Than 3/4 Acre Lot","RS-3-C","HIDDEN RIVER ESTATES","City/County Maintained, Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$410,000"
"1","A11881118","CS","78","35251 SW 218th Avenue","$450,000","4.1200","179,467","4 To Less Than 5 Acre Lot","¤8900","Ranchos del Sol","Paved Road","No","Zoned Residential","Residential","$450,000"
"1","R10827932","CS","5590","Xxx Bob Cat Lane","$428,000","5.0000","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot, 5 To Less Than 10 Acre Lot","AR","Deer Run","Paved Road, Public Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$428,000"
"1","A11883343","CS","58","15300 SW 193 AVE","$475,000","2.5000","","2 To Less Than 3 Acre Lot","0","0","","No","Zoned Residential","Other","$475,000"
"1","R11102986","CS","6321 City of Vero Beach","2735 Country Club Drive","$425,000","0.3100","","1/4 To Less Than 1/2 Acre Lot","R-1A","ROYAL PARK","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$425,000"
"1","T20052516","CS","6070","5470 SE Ebbtide Avenue","$375,000","0.4600","","Corner Lot, East Of US 1","Commerci","","","No","","Other","$375,000"
"1","A11948854","CS","22","167 NE 76th St","$390,000","0.1000","6,020","Regular Lot","¤4600","ROSE LAWN PK A SUB","Public Road","No","Zoned Multifamily","Residential","$390,000"
"1","F10516690","CS","5410","204 S Chillingworth Dr","$425","0.6060","","","SF7","Palm Beach Lakes South","","No","Zoned Residential","Residential","$425"
"1","R11045025","CS","5990 Global Outside US","8130 White Fences Lane","$429,000","4.7900","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot","A-1","WHITE FENCES (A OF E)","Paved Road, Private Road","No","","","$429,000"
"1","F10484444","CS","6210 NE Okeechobee County","14294 NE 26th Avenue","$402,000","9.1100","435,600","5 To Less Than 10 Acre Lot","ag","Country Hills","Paved Road","No","Zoned Residential","","$402,000"
"1","A12005142","CS","5940 Florida Other","0 SE 225th dr","$400,000","40.0000","","10 Or More Acre Lot, Corner Lot","Farming","Shore","","No","Zoned Residential","Residential","$400,000"
"1","A11986632","CS","31","1976 NW 25th Ave","$365,000","144.0000","","Less Than 1/4 Acre Lot","¤5700","RIVER PARK","","No","Zoned Duplex","Residential","$365,000"
"1","A11800281","CS","78","179XX SW 291st ST","$375,000","2.2300","97,444","","¤9000","Redland","","No","Zoned Residential","Residential","$375,000"
"1","A11840446","CS","79","17399 SW 282 ST","$385,000","1.1500","50,312","1 To Less Than 2 Acre Lot","¤9000","THE REDLANDS SEC 4","Public Road","No","Zoned Residential","Residential","$385,000"
"1","R11155981","CS","5210","14410 Palmwood Road","$425,000","","","West Of US 1","RS","CYPRESS ISLAND MARINA COND","Paved Road, Private Road","Yes","","","$425,000"
"1","A11865202","CS","69","230 SW 118","$300,000","0.4880","21,257","","¤0100","N/A","","No","Zoned Residential","Residential","$300,000"
"1","F10541988","CS","5940 Florida Other","375 Bald Eagle Drive","$350,000","0.2300","10,019","","RSF-3","Marco Beach Unit 1","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$350,000"
"1","A11946548","CS","21","25 NW 160th St","$395,000","0.4200","18,616","","¤0100","Biscayne Gardens SEC","","No","Zoned Residential","Residential","$395,000"
"1","A11976692","CS","5940 Florida Other","4945 Sorrento Ct","$385,000","0.2300","","Less Than 1/4 Acre Lot","","Cape Coral","","Yes","Zoned Residential","Residential","$385,000"
"1","R11131693","CS","6331 Indian River – Central County","6390 69th Street","$375,000","4.6900","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot","A-1","WINTER BEACH EQUESTRIAN ES","County Road, Paved Road, Public Road","No","","","$375,000"
"1","A11966318","CS","41","345 SW 36th Ave","$340,000","0.1030","4,469","","¤5700","KIRKLAND HEIGHTS ADDN TO","","No","Zoned Residential","Residential","$340,000"
"1","F10552609","CS","3450","800 NE 43rd Street","$350,000","0.2500","","Less Than 1/4 Acre Lot","RES","FLORANADA CENTER 9-51 B","Paved Road, Public Road","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$350,000"
"1","R11153819","CS","5540","Lot-5010 Seminole Pratt Whitney Rd","$385,000","2.8800","","2 To Less Than 3 Acre Lot, Corner Lot, West Of US 1","A/R","Loxahatchee","City/County Maintained, Paved Road, Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$385,000"
"1","R11168475","CS","6100","3280 SW Briarbrook Way","$375,000","5.2200","","5 To Less Than 10 Acre Lot, West Of US 1","AR-5a","FOX GROVE (AKA MEADOW RUN)","Paved Road, Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$375,000"
"1","R11166376","CS","6100","24951 SW 86th Street","$375,000","5.0000","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot, 5 To Less Than 10 Acre Lot","Ag/Res","CLEMENTSVILLE","Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$375,000"
"1","A11947924","CS","31","5650 N Miami Ave","$395,000","0.1320","5,670","","¤3900","MIAMI AVE SUB","","No","Zoned Multifamily","Residential","$395,000"
"1","A11986846","CS","11","2861 NW 213th St","$325,000","0.7000","30,623","3/4 To Less Than 1 Acre Lot","¤0100","SUB OF","","No","Zoned Residential","Residential","$325,000"
"1","R11150321","CS","7110","0 S Indian River Drive","$380,000","0.5100","","","RES","Indian River Drive","","Yes","","Single","$380,000"
"1","R11152555","CS","7800","15323 Skyking Drive","$335,000","2.3100","","2 To Less Than 3 Acre Lot","AG-5Co","TREASURE COAST AIRPARK","Paved Road, Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$335,000"
"1","R11152666","CS","5250","0 Twelve Oaks Way Unit#Slip B-18","$300,000","","","East Of US 1","R3(cit","TWELVE OAKS MARINA CONDO","Paved Road","Yes","","","$300,000"
"1","R11153010","CS","6342 Indian River – Southwest County","195 66th Avenue","$360,000","5.0000","","3 To Less Than 4 Acre Lot, 4 To Less Than 5 Acre Lot","A-1","INDIAN RIVER FARMS COMPANY","County Road, City/County Maintained, Paved Road, Public Road","No","","","$360,000"
"1","F10556158","CS","5040","524 15th Street","$255,000","0.2200","9,583","Less Than 1/4 Acre Lot","MF14","Palm Beach North","City/County Maintained","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$255,000"
"1","R11153856","CS","5040","Lot R-443 150th Ct ","$370,000","1.1500","","Interior Lot","AR","Jupiter Farms","County Road, City/County Maintained, Paved Road","No","","Single","$370,000"
"1","R11164793","CS","5410","623 4th Street","$225,000","0.1600","","Less Than 1/4 Acre Lot","NWD-R-C1","CLOWS ADDITION in Northwes","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$225,000"
"1","R11133734","CS","5690","4115 Luzon Avenue","$370,000","","","","RM","MANILA PARK","City/County Maintained","No","","Single","$370,000"
"1","R11119178","CS","6100","3720 SW Briarbrook Way","$370,000","5.0300","","5 To Less Than 10 Acre Lot","Residential","FOX GROVE (AKA MEADOW RUN)","Paved Road, Private Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$370,000"
"1","F10536236","CS","6240 NW Okeechobee County","0 NW 240th","$165,000","20.0000","897,773","10 Or More Acre Lot","Agriculture","SOUTHERN COLONIZATION COM","Private Road","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$165,000"
"1","B26001065","CS","6342 Indian River – Southwest County","5555 23rd Street","$315,000","3.9200","","3 To Less Than 4 Acre Lot","A-1","TRAILS END SUB","County Road","No","","","$315,000"
"1","R11114358","CS","5020","9108 SE Sharon Street","$275,000","0.5000","","1/2 To Less Than 3/4 Acre Lot, West Of US 1","RES","PAPAYA VILLAGE","County Road, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$275,000"
"1","A11981129","CS","41","3817 Washington Ave","$360,000","0.0000","1,750","Less Than 1/4 Acre Lot","¤5700","ST ALBANS PARK","City/County Maintained","No","Zoned Duplex","Residential","$360,000"
"1","A11899231","CS","60","9800 SW 213th St","$340,000","0.2890","12,600","","¤0100","LINCOLN CITY SEC G","","No","Zoned Residential","Residential","$340,000"
"1","A12013642","CS","21","0 NE 125","$299,000","0.1600","7,250","","¤0700","BISCAYNE PARK ESTS AMD","","Yes","Zoned Residential","Residential","$299,000"
"1","A11878518","CS","22","17211 Biscayne Blvd Slip 75","$295,000","0.0000","360,406","Other Lot Description","¤9300","MAULE FED HWY INDUSTRIAL","Legal Access Road","No","Boat Dock or Dockominium","Dockominium","$295,000"
"1","A11940294","CS","31","1700 NW North River Dr","$250,000","0.5000","","Less Than 1/4 Acre Lot","¤6100","RIVER RUN YACHT CLUB COND","City/County Maintained","Yes","Boat Dock or Dockominium","Dockominium","$250,000"
"1","A11861537","CS","31","2476 NW 97th St","$285,000","0.2066","9,000","","¤5700","ACME GULFAIR","","No","Zoned Duplex","Residential","$285,000"
"1","A11887228","CS","68","18800 SW 197 Ave","$320,000","1.4600","63,598","","¤8900","Redlands","","No","Zoned Residential","Other","$320,000"
"1","R11142780","CS","5300","9426 Sunrise Drive","$285,000","0.4000","","1/4 To Less Than 1/2 Acre Lot","RM","GOOLSBY SUB UNREC ON","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$285,000"
"1","R11158231","CS","5600","334 Cornell Drive","$150,000","","","Less Than 1/4 Acre Lot, East Of US 1","SFR - Single Fa","College Park","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$150,000"
"1","F10555824","CS","6220 SE Okeechobee County","4501 SE 27th Street","$347,500","34.0000","14,462","","","Brindaban Forest Sub Un 4","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$347,500"
"1","T20053798","CS","7500","425 NW Chipshot Lane","$300,000","0.0807","","","","","","No","","","$300,000"
"1","R11115567","CS","5620","1201 16th Avenue","$320,000","0.4000","","1/4 To Less Than 1/2 Acre Lot","SFR","LAKE WORTH HEIGHTS","City/County Maintained","No","","Unimproved Agri/Recreatn/Moblhome","$320,000"
"1","R11127008","CS","6100","9750 SW Hemingway Terrace","$340,000","3.0200","","","RE-2A","HEMINGWAY ESTATES","Paved Road","Yes","","Single","$340,000"
"1","R11140478","CS","5040","17241 126th Terrace","$300,000","","","","AR","Jupiter Farms","","No","","Single","$300,000"
"1","R11109519","CS","6100","2308 SW Austin Lane","$345,000","3.4800","","3 To Less Than 4 Acre Lot, Cul-De-Sac Lot, Irregular Lot","RES","STUART WEST","Paved Road, Private Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$345,000"
"1","T20050883","CS","6100","2308 SW Austin Lane","$345,000","3.4790","","Cul-De-Sac Lot, Irregular Lot","RES","","Private Road","Yes","","Single","$345,000"
"1","R11166188","CS","6080","521 SW Halpatiokee Street","$340,000","0.3300","","1/4 To Less Than 1/2 Acre Lot, Less Than 1 Acre","Single Family","Halpatiokee Park","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$340,000"
"1","F10529782","CS","","3328 NW 9th Court","$310,000","0.1290","5,640","Less Than 1/4 Acre Lot","5700","Buena Vista Park","City/County Maintained, Public Road","No","Zoned Duplex","Unimproved Agri/Recreatn/Moblhome","$310,000"
"1","B26022118","CS","5540","17147 71st Lane","$315,000","1.3000","","1 To Less Than 2 Acre Lot, Interior Lot","AR","Acreage & Unrec","City/County Maintained, Gravel/Lime Rock Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$315,000"
"1","F10549370","CS","5540","14195 72nd Court","$330,000","2.7700","120,661","2 To Less Than 3 Acre Lot","AR","Acreage","Public Road","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$330,000"
"1","R11073990","CS","5540","13217 62","$320,000","2.6600","","1/2 To Less Than 3/4 Acre Lot, 1 To Less Than 2 Acre Lot, 1/4 To Less Than 1/2 Acre Lot, 2 To Less Than 3 Acre Lot","AR","west palm beach","Gravel/Lime Rock Road, Public Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$320,000"
"1","R11150288","CS","7190","0 Macquillen Road","$352,000","","","","AR-1Co","ST LUCIE GARDENS SUBDIVIS","Gravel/Lime Rock Road","No","","Single","$352,000"
"1","A11746862","CS","31","89 NE 70th St","$330,000","0.2201","9,630","","¤5700","DUPONT ADDN","Paved Road","No","Zoned Duplex","Residential","$330,000"
"1","T20050663","CS","6030","3840 NE Cheri Drive","$345,000","0.5380","","","","","","No","","Single","$345,000"
"1","T20052832","CS","7500","386 NW Boundary Drive","$300,000","0.0680","","","","","","Yes","","","$300,000"
"1","R11131056","CS","6100","1376 SW Squire Johns Lane","$335,000","0.5145","","1/2 To Less Than 3/4 Acre Lot","res","COBBLESTONE","Paved Road, Private Road","No","","Unimproved Agri/Recreatn/Moblhome","$335,000"
"1","B26015188","CS","6372 Brevard County (W of Indian River)","00 County Road 507","$315,000","9.2500","","5 To Less Than 10 Acre Lot","Residential","Fellsmere Farms","Other Road","No","","","$315,000"
"1","A11904576","CS","21","14141 NW 14th Dr","$330,000","1.4270","62,175","","¤0100","MITCHELL LAKE PENINSULA","","Yes","Zoned Residential","Residential","$330,000"
"1","A11948814","CS","22","17211 Biscayne Blvd # 051","$320,000","0.0000","360,406","Less Than 1/4 Acre Lot","¤9300","MAULE FED HWY INDUSTRIAL","Other Road","Yes","Boat Dock or Dockominium","Dockominium","$320,000"
"1","A11990475","CS","3480","2415 SW 18th Ct","$315,000","0.2400","10,494","","¤RS-8","AMEN SUB OF 17-","","No","Zoned Residential","Residential","$315,000"
"1","A11916918","CS","31","3118 NW 22nd Ct","$300,000","0.1230","5,400","","¤5700","GLENHAVEN","","No","Zoned Duplex","Residential","$300,000"
"1","R11159870","CS","5420","1103 N Rosemary Avenue","$255,000","0.1400","","Less Than 1/4 Acre Lot, Corner Lot","NWD-2(","ROSEMARY ADDITION","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$255,000"
"1","F10548604","CS","5590","16594 Hamlin Blvd","$305,000","1.1816","51,470","","","The Acreage","","No","Zoned Residential","Residential","$305,000"
"1","F10519211","CS","5940 Florida Other","54452 Wildlife Way","$300,000","30.0000","","","","Not in a Subdivision","","No","Zoned Residential","Other","$300,000"
"1","A11885961","CS","31","1284 NW 58th Ter","$250,000","0.1200","5,300","","¤3901","ORCHARD VILLA EXTENSION","","No","Zoned Multifamily","Other","$250,000"
"1","A11922327","CS","98 Florida Keys","325 Calusa St Lot 508","$285,000","0.0000","1,872","Less Than 1/4 Acre Lot","","CALUSA CAMPGROUND","","No","Zoned Residential","Residential","$285,000"
"1","R11169770","CS","5460","2620 Donald Road","$300,000","0.3221","","1/4 To Less Than 1/2 Acre Lot, Corner Lot","RM","MILITARY HILL","City/County Maintained, Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$300,000"
"1","R11154420","CS","5540","12548 Temple Boulevard","$305,000","1.4200","","","AR","The Acreage","Paved Road","No","","Single","$305,000"
"1","T20054407","CS","7500","372 NW Foursome Lane","$275,000","0.0839","","","","","","No","","","$275,000"
"1","A11882768","CS","78","32020 SW 202 Ave","$275,000","0.8700","37,853","","¤2100","Redland","","No","Zoned Residential","Residential","$275,000"
"1","R11164872","CS","5020","12954 SE Papaya Street","$230,000","0.5200","","1/2 To Less Than 3/4 Acre Lot, West Of US 1","0000","PAPAYA VILLAGE","County Road, City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$230,000"
"1","R11150665","CS","5540","17725 Tangerine Boulevard","$300,000","1.3300","","1 To Less Than 2 Acre Lot","AR","35-42-40~ W 237.49 FT OF E","City/County Maintained","No","","","$300,000"
"1","R11088735","CS","5590","Lot 69 77 Lane","$250,000","1.3000","","","AR","ACREAGE","County Road","No","","Single","$250,000"
"1","R11088740","CS","5590","Lot 100 77th Lane","$250,000","1.4900","","","RS/AR","ACREAGE","County Road","No","","Single","$250,000"
"1","B26006680","CS","5940 Florida Other","170 Angus Road","$269,000","20.0000","","10 Or More Acre Lot","AU","SUNSET ACRES UNREC","","No","","","$269,000"
"1","A11930219","CS","5940 Florida Other","2700 powerline road","$300,000","9.5900","","","AU","Basket Lake Groves Sec 07","","No","Zoned Residential","Residential","$300,000"
"1","R11134705","CS","7710","0 S Indian River S Drive","$200,000","1.7000","","1 To Less Than 2 Acre Lot","none/ single","WALTON HILLS","County Road, City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$200,000"
"1","R11094924","CS","5540","16773 78th Road","$299,000","1.6000","","1 To Less Than 2 Acre Lot","AR","The Acreage","Paved Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$299,000"
"1","R11137879","CS","5940 Florida Other","1701 Cabbage Wood Road","$235,000","20.5000","","10 Or More Acre Lot","RES","CABBAGE WOODS RANCHES","","No","","Unimproved Agri/Recreatn/Moblhome","$235,000"
"1","R11160688","CS","7300","Tbd Dusk Way","$318,000","3.6800","","Interior Lot","AG-2.5","TROPICAL ACRES","City/County Maintained, Paved Road","No","","Single","$318,000"
"1","B26025674","CS","5430","1048 Van Deventer Street","$330,000","0.1217","","Less Than 1/4 Acre Lot, Corner Lot, Less Than 1 Acre","SF7-C4","Vedado Park","Paved Road","No","","Unimproved Agri/Recreatn/Moblhome","$330,000"
"1","A11962832","CS","22","16330 NE 5th Ave","$295,000","0.2100","9,344","","¤0100","FULFORD HIGHLANDS","","No","Zoned Residential","Residential","$295,000"
"1","R11165841","CS","6060","5504 SE Horseshoe Point Road","$250,000","","","1/2 To Less Than 3/4 Acre Lot","residential","Rocky Point","Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$250,000"
"1","R11165839","CS","6060","5504 SE Horseshoe Point Road","$300,000","","","1/2 To Less Than 3/4 Acre Lot","residential","Rocky Point","Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$300,000"
"1","T20051615","CS","7015","10701 S Ocean Drive Unit#813","$270,000","0.0555","","Zero Lot Line Lot","","","Paved Road, Private Road","Yes","","Mobile","$270,000"
"1","A11960199","CS","31","1060 NW 44th St","$220,000","0.1556","6,780","","¤0100","DURHAM VILLAGE","","No","Zoned Residential","Residential","$220,000"
"1","R11160018","CS","5540","5363 Royal Palm Beach Boulevard","$275,000","1.2500","","1 To Less Than 2 Acre Lot","AR/RESIDENTIAL","ACREAGE","County Road, Paved Road","No","","","$275,000"
"1","R11166692","CS","5540","18354 50th Street","$300,000","1.6600","","1 To Less Than 2 Acre Lot","AR","Loxahatchee","","No","","Unimproved Agri/Recreatn/Moblhome","$300,000"
"1","R11154557","CS","5540","17280 91 Street","$282,000","1.2500","","Interior Lot, West Of US 1","rs","The Acreage","City/County Maintained, Public Road","No","","Single","$282,000"
"1","T20052814","CS","7500","444 NW Sandtrap Lane","$260,000","0.0637","","","","","","Yes","","","$260,000"
"1","B26002696","CS","5540","68 68th Street","$285,000","1.5600","","1 To Less Than 2 Acre Lot","AR","N/A","","No","","","$285,000"
"1","R11140219","CS","6030","1405 NE Indian River Drive","$220,000","0.0215","","Less Than 1/4 Acre Lot","YachtClub Co-Op","Outrigger Harbour Yacht Cl","Paved Road","Yes","","","$220,000"
"1","F10552255","CS","3040","524 SW 5 Avenue","$257,500","0.2300","9,988","","","HOPPERS GARDEN TRACTS","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$257,500"
"1","A11803890","CS","5540","17354 75th Pl N","$280,000","1.1500","50,094","","¤AR","The Acreage","Public Road","No","Zoned Residential","Residential","$280,000"
"1","F10550092","CS","6240 NW Okeechobee County","TBD Tbd 240th Street","$235,000","20.0000","871,200","10 Or More Acre Lot","","None","","No","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$235,000"
"1","R11102198","CS","6353 Fellsmere","0 91st Street","$250,000","10.0000","","10 Or More Acre Lot, West Of US 1","A-2","FELLSMERE FARMS CO S/D OF ","","No","","","$250,000"
"1","R11120114","CS","6331 Indian River – Central County","16784 84th Court","$279,900","1.3062","","1 To Less Than 2 Acre Lot","AR","n/a","City/County Maintained","No","","","$279,900"
"1","A11947747","CS","5940 Florida Other","417 NW 38th Ave","$250,000","0.2400","10,625","","","Cape Coral","","Yes","Zoned Residential","Residential","$250,000"
"1","T20054185","CS","7500","451 NW Sandtrap Lane","$250,000","0.0885","","","","","","No","","","$250,000"
"1","T20049584","CS","7500","198 NW Hazard Way","$230,000","0.0833","","","","","","No","","","$230,000"
"1","R11153117","CS","5590","16390 78th Road","$265,000","1.1500","","1 To Less Than 2 Acre Lot","AR","25-42-40~ E 204.6 FT OF W ","City/County Maintained","No","","","$265,000"
"1","A11984675","CS","40","231 NW 62nd Ave","$280,000","0.1120","4,880","","¤0100","WEST FLAGLER PK SEC B","","No","Zoned Residential","Residential","$280,000"
"1","A11974091","CS","98 Florida Keys","245 Cuba Rd","$225,000","0.1170","5,100","","¤URM","HARRIS OCEAN PARK ESTATES","","No","Zoned Residential","Residential","$225,000"
"1","R11066620","CS","4460","101 NW 10th Avenue","$162,500","0.1992","","Less Than 1/4 Acre Lot","R-1-A(","WEST SIDE HEIGHTS DELRAY","City/County Maintained, Paved Road, Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$162,500"
"1","R11117754","CS","5080","348 S Us Highway 1","$260,000","1.0000","","1 To Less Than 2 Acre Lot","US-1/I","JUPITER YACHT CLUB MARINA ","Paved Road, Public Road","Yes","","","$260,000"
"1","R11131391","CS","5220","0 Oak Harbour Drive","$275,000","","","West Of US 1","PUD/RM","Oak Harbour Marina","Paved Road, Private Road","Yes","","","$275,000"
"1","R11127245","CS","5540","Lot 122nd Drive","$260,000","1.2500","","1 To Less Than 2 Acre Lot","Ar","Acreage & Unrec","City/County Maintained, Public Road","No","","","$260,000"
"1","B26007722","CS","5940 Florida Other","1002 Bankers Road","$235,000","10.0000","","10 Or More Acre Lot","AU","GREAT OAKS ESTATES UNREC","City/County Maintained, Paved Road","No","","","$235,000"
"1","R11096070","CS","5590","17395 94 Street","$270,900","1.6700","","1 To Less Than 2 Acre Lot, West Of US 1","res/ag","Loxahatchee","City/County Maintained","Yes","","Unimproved Agri/Recreatn/Moblhome","$270,900"
"1","A11921175","CS","78","Undetermined 213th Avenue","$274,000","1.2000","52,272","","¤9000","None","","No","Zoned Residential","Residential","$274,000"
"1","A11940445","CS","21","1119 NW 105th Ter","$225,000","0.1194","5,200","","¤5700","NORTH SILVER CREST ADDPB","","No","Zoned Residential","Residential","$225,000"
"1","B26023134","CS","5540","83 Rd Lane","$265,000","1.1500","","1 To Less Than 2 Acre Lot","AR","The Acreage","","No","","Unimproved Agri/Recreatn/Moblhome","$265,000"
"1","F10515113","CS","5940 Florida Other","96744 Soap Creek Drive","$240,000","0.2456","","","","Oyster Bay","","Yes","Zoned Residential","Unimproved Agri/Recreatn/Moblhome","$240,000"
"1","A11709319","CS","12","3575 Mystic Pointe Dr, Slip 37","$260,000","0.0000","","Less Than 1/4 Acre Lot","¤5000","MYSTIC POINTE MARINA COND","City/County Maintained","Yes","Boat Dock or Dockominium","Dockominium","$260,000"
"1","A11968902","CS","12","3575 Mystic Pointe Dr","$255,000","875.0000","","Less Than 1/4 Acre Lot","¤5000","MYSTIC POINTE MARINA COND","Legal Access Road","No","Boat Dock or Dockominium","Dockominium","$255,000"
"1","A11980226","CS","31","8137 NW 6th Ave","$250,000","0.1580","6,900","","¤5700","LITTLE RIVER HIGHLANDS","","No","Zoned Duplex","Other","$250,000"
"1","A11956817","CS","3680","4861 Peters Rd","$208,000","0.1770","7,710","","¤RS-4K","HAPPY DALE","","No","Zoned Residential","Residential","$208,000"
"1","B26028127","CS","5540","42 Nd Road","$255,000","1.1500","","1 To Less Than 2 Acre Lot","AR","The Acreage","Other Road","Yes","","Unimproved Agri/Recreatn/Moblhome","$255,000"
"1","B26000865","CS","5540","00000 86th Road","$255,000","1.3100","","1 To Less Than 2 Acre Lot","AR—AGRICULTURAL","Loxahatchee","","No","","","$255,000"
"1","R11147125","CS","5540","Xxx 49th Street","$250,000","1.3600","","","RES","THE ACREAGE","Paved Road","No","","Single","$250,000"
"1","R11119030","CS","5590","Xxxx 90th Street","$240,000","","","","AR","The Acreage","","No","","Single","$240,000"
"1","A11845610","CS","22","3575 Mystic Pointe Dr, slip 69","$239,000","0.0000","","Less Than 1/4 Acre Lot","¤5000","MYSTIC POINTE MARINA COND","Legal Access Road, Public Road","Yes","Boat Dock or Dockominium","Dockominium","$239,000"
"1","A11903916","CS","79","14441 SW 296th St","$217,000","0.2400","10,200","","¤0100","MARY HOMES SUB SEC C","","No","Zoned Residential","Residential","$217,000"
"1","R11150211","CS","5540","0 73rd Street","$250,000","1.2900","","","AR","The Acreage","Public Road","Yes","","Single","$250,000"
"1","R11104674","CS","6080","Lot 15 SW Halpatiokee Street","$225,000","0.1700","","Less Than 1/4 Acre Lot","Vacant Resident","Halpatiokee Park","Public Road","No","","Unimproved Agri/Recreatn/Moblhome","$225,000"
"1","A11740841","CS","78","0 TBD","$210,000","1.8800","81,893","","¤8900","TBD","","Yes","Zoned Residential","Residential","$210,000"
