status,neighborhood,ptype,list_price,sqft,ask_ppsf,pred_ppsf,gap_pct,waterfront,flag
Active,Tennis Club Mc Loughlin Co,Condo,269999.0,1496.0,180.0,225.0,-19.8,False,Underpriced
Pending,Stilwell Isles,Single Family,6475000.0,6162.0,1051.0,1309.0,-19.7,True,Underpriced
Active,Harbor View Apts,Condo,329000.0,977.0,337.0,419.0,-19.7,True,Underpriced
Active,Lake Ridge,Single Family,1299000.0,2976.0,436.0,543.0,-19.7,False,Underpriced
Pending,Jackson Tower,Condo,975000.0,1990.0,490.0,609.0,-19.5,True,Underpriced
Pending,Embassy Tower,Condo,424900.0,1200.0,354.0,439.0,-19.4,False,Underpriced
Active,River Shores,Condo,165000.0,850.0,194.0,241.0,-19.4,False,Underpriced
Active,Southdale,Condo,170000.0,750.0,227.0,281.0,-19.4,False,Underpriced
Active,Edge On Th,Townhouse,490000.0,1539.0,318.0,395.0,-19.4,False,Underpriced
Active,North Lauderdale,Single Family,670000.0,1386.0,483.0,599.0,-19.3,False,Underpriced
Active,Tropical Manors,Single Family,1295000.0,2204.0,588.0,728.0,-19.3,True,Underpriced
Active,Leisure Beach,Condo,234900.0,647.0,363.0,450.0,-19.3,False,Underpriced
Active,Idlewyld,Single Family,5395000.0,4539.0,1189.0,1472.0,-19.2,True,Underpriced
Active,Park Ridge North Apts Cond,Condo,280000.0,1000.0,280.0,346.0,-19.1,False,Underpriced
Active,Plaza,Condo,325000.0,1020.0,319.0,394.0,-19.1,True,Underpriced
Active,River Shores,Condo,147000.0,600.0,245.0,303.0,-19.1,True,Underpriced
Active,Breakwater Towers Co Op,Condo,270000.0,805.0,335.0,414.0,-19.1,False,Underpriced
Active,Park Tower,Condo,749000.0,1700.0,441.0,544.0,-19.0,True,Underpriced
Active,Le Cercle By Beach Co Le Cercle,Condo,290000.0,850.0,341.0,421.0,-19.0,False,Underpriced
Active,River Shores,Condo,149000.0,600.0,248.0,306.0,-18.9,True,Underpriced
Active,Embassy Towers,Condo,429000.0,1200.0,358.0,441.0,-18.9,False,Underpriced
Active,Tides Bridgeside Tides Bridgeside Squar,Condo,750000.0,1510.0,497.0,612.0,-18.8,True,Underpriced
Pending,Rio Nuevo,Condo,249000.0,1000.0,249.0,306.0,-18.6,True,Underpriced
Active,Harbour Heights,Single Family,1275000.0,2529.0,504.0,619.0,-18.6,False,Underpriced
Active,Breakwater Towers Co Op Breakwater Towers,Condo,255000.0,750.0,340.0,418.0,-18.6,False,Underpriced
Pending,Sky Harbour East,Condo,399000.0,900.0,443.0,544.0,-18.5,True,Underpriced
Pending,Village Sailboat Bend,Townhouse,465000.0,1853.0,251.0,308.0,-18.4,False,Underpriced
Active,Gallery One,Condo,124900.0,586.0,213.0,261.0,-18.4,True,Underpriced
Active,Halls,Single Family,3295000.0,3407.0,967.0,1184.0,-18.4,False,Underpriced
Active,Sky Harbour East,Condo,399000.0,900.0,443.0,542.0,-18.3,True,Underpriced
Active,Rio Nuervo,Condo,275000.0,1020.0,270.0,330.0,-18.3,True,Underpriced
Active,Sky Harbour East,Condo,400000.0,900.0,444.0,544.0,-18.3,True,Underpriced
Active,Venice,Single Family,6495000.0,5301.0,1225.0,1499.0,-18.2,True,Underpriced
Active,Tides Bridgeside Square,Condo,430000.0,815.0,528.0,645.0,-18.2,True,Underpriced
Active,Progresso,Single Family,550000.0,1600.0,344.0,420.0,-18.1,False,Underpriced
Active,Village Sailboat Bend Sailboat Bend,Townhouse,455000.0,1679.0,271.0,331.0,-18.1,False,Underpriced
Active,Halls,Single Family,2690000.0,3722.0,723.0,881.0,-18.0,False,Underpriced
Active,Birch Crest Apartments Inc,Condo,399000.0,819.0,487.0,594.0,-18.0,True,Underpriced
Active,Victoria Park,Townhouse,899000.0,2652.0,339.0,413.0,-18.0,False,Underpriced
Active,River Highlands Amen,Single Family,2950000.0,4550.0,648.0,789.0,-17.9,True,Underpriced
Active,Leisure Beach,Condo,239000.0,647.0,369.0,450.0,-17.9,False,Underpriced
Active,Almar Estates,Single Family,719000.0,1916.0,375.0,457.0,-17.8,False,Underpriced
Pending,Manor Grove Village Four,Condo,269000.0,1200.0,224.0,273.0,-17.8,False,Underpriced
Active,River Reach,Condo,339900.0,1250.0,272.0,331.0,-17.8,True,Underpriced
Active,Gallery One,Condo,179000.0,836.0,214.0,261.0,-17.8,True,Underpriced
Active,Bal Harbour,Single Family,2200000.0,3400.0,647.0,787.0,-17.8,True,Underpriced
Active,Pelican Isles,Single Family,6900000.0,6301.0,1095.0,1332.0,-17.8,True,Underpriced
Pending,Rio Vista,Single Family,3395000.0,3622.0,937.0,1139.0,-17.7,False,Underpriced
Active,River Oaks,Single Family,840000.0,2464.0,341.0,414.0,-17.7,False,Underpriced
Active,South New River Isles,Single Family,3749990.0,4311.0,870.0,1058.0,-17.7,True,Underpriced
Active,Harbour Heights,Single Family,3250000.0,4565.0,712.0,866.0,-17.7,False,Underpriced
Active,Breakwater Towers Co Op Breakwater Towers,Condo,425000.0,1293.0,329.0,399.0,-17.6,False,Underpriced
Active,Coral Gardens,Single Family,530000.0,1310.0,405.0,491.0,-17.6,False,Underpriced
Active,River Reach,Condo,214999.0,900.0,239.0,290.0,-17.6,True,Underpriced
Active,Shore Club,Condo,709000.0,1500.0,473.0,573.0,-17.6,True,Underpriced
Active,Las Olas,Condo,315000.0,786.0,401.0,486.0,-17.5,False,Underpriced
Active,Seventeen Fifty Las Olas,Condo,320000.0,625.0,512.0,621.0,-17.5,True,Underpriced
Active,Lauderdale,Single Family,575000.0,1476.0,390.0,471.0,-17.2,False,Underpriced
Active,Tropical Manors,Single Family,799000.0,1464.0,546.0,657.0,-16.9,True,Underpriced
Active,Nuriver Landing,Condo,479000.0,1246.0,384.0,462.0,-16.8,True,Underpriced
Active,Gallery One,Condo,120000.0,548.0,219.0,263.0,-16.8,True,Underpriced
Active,Osceola Park,Single Family,437000.0,1194.0,366.0,439.0,-16.7,False,Underpriced
Active,Stilwell Isles,Single Family,7999999.0,7130.0,1122.0,1348.0,-16.7,True,Underpriced
Active,Club Resort Residences,Condo,579999.0,1028.0,564.0,677.0,-16.6,True,Underpriced
Active,Everglades House,Condo,1150000.0,2650.0,434.0,520.0,-16.5,True,Underpriced
Active,Harbor Beach,Single Family,2679000.0,4203.0,637.0,763.0,-16.5,False,Underpriced
Active,Lauderdale Harbors,Single Family,6999999.0,5424.0,1291.0,1544.0,-16.4,True,Underpriced
Active,Pine Crest Village,Condo,325000.0,960.0,339.0,405.0,-16.4,False,Underpriced
Active,Middle River Estates,Single Family,2000000.0,3669.0,545.0,652.0,-16.3,True,Underpriced
Active,Rio Vista,Single Family,3750000.0,4487.0,836.0,998.0,-16.3,False,Underpriced
Active,Beach Breeze Apts Co Op,Condo,299000.0,882.0,339.0,405.0,-16.3,False,Underpriced
Active,Drake Tower,Condo,245000.0,980.0,250.0,298.0,-16.2,True,Underpriced
Active,Drake Tower,Condo,149900.0,775.0,193.0,231.0,-16.2,False,Underpriced
Active,Southampton,Condo,395000.0,1240.0,319.0,380.0,-16.1,True,Underpriced
Active,Manor Grove Village One In,Condo,269000.0,1180.0,228.0,272.0,-16.1,False,Underpriced
Active,Southampton,Condo,395000.0,1240.0,319.0,380.0,-16.1,True,Underpriced
Active,Drake Tower,Condo,214999.0,850.0,253.0,301.0,-15.9,True,Underpriced
Active,Le Cercle By Beach Con,Condo,272500.0,760.0,359.0,426.0,-15.9,False,Underpriced
Active,South New River Isles,Single Family,3350000.0,3795.0,883.0,1048.0,-15.8,True,Underpriced
Active,Jackson Tower Las Olas Con,Condo,890000.0,1722.0,517.0,614.0,-15.8,True,Underpriced
Active,Isles View,Single Family,579999.0,1632.0,355.0,422.0,-15.8,False,Underpriced
Active,Lauder Gate Isles,Single Family,1999999.0,2762.0,724.0,859.0,-15.7,True,Underpriced
Active,Isles Venice Co Op,Condo,1395000.0,3020.0,462.0,547.0,-15.6,True,Underpriced
Active,Progresso,Single Family,565000.0,1615.0,350.0,414.0,-15.5,False,Underpriced
Pending,Las Olas,Single Family,3575000.0,3556.0,1005.0,1189.0,-15.5,False,Underpriced
Active,Tuskegee Park,Single Family,420000.0,1256.0,334.0,395.0,-15.4,False,Underpriced
Active,Breakwater Towers Co Op,Condo,265000.0,750.0,353.0,418.0,-15.4,False,Underpriced
Active,Hillbrook,Single Family,649000.0,1763.0,368.0,435.0,-15.4,False,Underpriced
Active,Jenada Villas,Single Family,790000.0,2023.0,391.0,462.0,-15.4,True,Underpriced
Active,Embassy Tower Ii,Condo,439900.0,900.0,489.0,577.0,-15.3,True,Underpriced
Pending,None,Townhouse,499000.0,2342.0,213.0,251.0,-15.3,False,Underpriced
Active,Caravel Condominium Apartm,Condo,396000.0,1250.0,317.0,374.0,-15.3,True,Underpriced
Active,Colee Hammock,Single Family,4499000.0,4594.0,979.0,1154.0,-15.2,False,Underpriced
Pending,Coral Isles,Single Family,9399000.0,6349.0,1480.0,1746.0,-15.2,True,Underpriced
Active,Le Cercle By Beach Con,Condo,275000.0,760.0,362.0,426.0,-15.2,False,Underpriced
Active,Stilwell Isles Pa,Single Family,6495000.0,6110.0,1063.0,1253.0,-15.2,True,Underpriced
Active,Seasons,Condo,389900.0,710.0,549.0,647.0,-15.1,True,Underpriced
Pending,Progresso,Single Family,700000.0,2085.0,336.0,395.0,-15.0,False,Underpriced
Active,Lauderdale Manors,Single Family,300000.0,1079.0,278.0,327.0,-15.0,False,Underpriced
Active,Horizon House,Condo,209000.0,710.0,294.0,346.0,-15.0,False,Underpriced
Pending,Tradewinds By Sea Cond,Condo,427000.0,1100.0,388.0,456.0,-14.9,False,Underpriced
Active,Lauderdale,Single Family,839000.0,1782.0,471.0,553.0,-14.9,False,Underpriced
Active,Las Olas,Condo,325000.0,786.0,413.0,486.0,-14.9,False,Underpriced
Active,Horizon House,Condo,270000.0,970.0,278.0,327.0,-14.9,False,Underpriced
Active,Place Des Arts,Condo,1999000.0,4134.0,484.0,568.0,-14.8,True,Underpriced
Active,River Reach,Condo,259000.0,1025.0,253.0,297.0,-14.8,True,Underpriced
Active,Harbour Inlet,Single Family,1899000.0,2875.0,661.0,775.0,-14.8,False,Underpriced
Active,Lauderdale Manors,Single Family,380000.0,1303.0,292.0,342.0,-14.8,False,Underpriced
Active,Watergarden,Condo,445000.0,820.0,543.0,637.0,-14.8,True,Underpriced
Active,Strada,Condo,448000.0,1185.0,378.0,443.0,-14.7,False,Underpriced
Active,Corinthian On Intracoa,Condo,575000.0,1500.0,383.0,449.0,-14.6,True,Underpriced
Active,Victoria Highlands Pla,Single Family,3199000.0,4051.0,790.0,925.0,-14.6,False,Underpriced
Active,Sole Fort Lauderdale Co,Condo,365999.0,1240.0,295.0,346.0,-14.6,False,Underpriced
Active,Victoria Park,Single Family,2795000.0,3521.0,794.0,930.0,-14.6,False,Underpriced
Active,Leisure Beach,Condo,249900.0,647.0,386.0,452.0,-14.5,False,Underpriced
Active,Burton Point,Condo,375000.0,800.0,469.0,548.0,-14.4,True,Underpriced
Active,Lauderdale,Single Family,1499000.0,2440.0,614.0,718.0,-14.4,False,Underpriced
Active,Hillmont Middle River Vis,Single Family,369000.0,1162.0,318.0,371.0,-14.4,False,Underpriced
Active,Rio Vista,Single Family,1500000.0,2408.0,623.0,726.0,-14.2,False,Underpriced
Active,Sky Harbour East,Condo,420000.0,900.0,467.0,544.0,-14.2,True,Underpriced
Active,Lauderdale Beach,Single Family,4900000.0,4620.0,1061.0,1234.0,-14.1,False,Underpriced
Active,Progresso,Single Family,1425000.0,2385.0,597.0,695.0,-14.1,False,Underpriced
Pending,Watergarden,Condo,850000.0,1615.0,526.0,613.0,-14.1,True,Underpriced
Active,Cliff Lake Villas Co Op,Condo,150000.0,600.0,250.0,290.0,-13.9,False,Underpriced
Pending,Reamen Yellowstone Pa,Single Family,724500.0,1984.0,365.0,424.0,-13.9,False,Underpriced
Active,Point Americas,Condo,930000.0,1880.0,495.0,574.0,-13.8,True,Underpriced
Pending,Hillbrook,Single Family,589000.0,1365.0,432.0,500.0,-13.8,False,Underpriced
Active,Tradewinds By Sea Cond,Condo,475000.0,1100.0,432.0,500.0,-13.7,False,Underpriced
Active,Cascade Holly Heights,Condo,277500.0,1032.0,269.0,312.0,-13.7,False,Underpriced
Active,Victoria Park,Single Family,3450000.0,4361.0,791.0,917.0,-13.7,False,Underpriced
Active,Cliff Lake Villas,Condo,189900.0,800.0,237.0,275.0,-13.6,False,Underpriced
Active,East Shore,Condo,259900.0,621.0,419.0,484.0,-13.6,False,Underpriced
Active,Wilton Manors,Single Family,949900.0,1970.0,482.0,558.0,-13.6,False,Underpriced
Active,Victoria Park,Single Family,3395000.0,4104.0,827.0,956.0,-13.5,False,Underpriced
Active,River Landings,Condo,599900.0,1760.0,341.0,394.0,-13.5,True,Underpriced
Active,Rio Nuevo,Condo,265000.0,1000.0,265.0,306.0,-13.4,True,Underpriced
Pending,Sky Harbour East,Condo,424000.0,900.0,471.0,544.0,-13.4,True,Underpriced
Active,Sutton Place,Condo,169999.0,567.0,300.0,345.0,-13.2,False,Underpriced
Active,Pointe Middle River,Townhouse,889000.0,2152.0,413.0,476.0,-13.2,True,Underpriced
Active,Venice,Single Family,2990000.0,3673.0,814.0,938.0,-13.2,True,Underpriced
Active,Las Olas,Single Family,1295000.0,1894.0,684.0,788.0,-13.2,False,Underpriced
Active,Maya Marca,Condo,750000.0,1627.0,461.0,530.0,-13.1,True,Underpriced
Active,Seaside Villas,Townhouse,2499000.0,3928.0,636.0,731.0,-13.0,True,Underpriced
Active,Colee Hammock,Single Family,1450000.0,2176.0,666.0,766.0,-13.0,False,Underpriced
Active,Alhambra Place,Condo,2099000.0,3910.0,537.0,617.0,-12.9,True,Underpriced
Active,Laguna Del Sol,Townhouse,2490000.0,3678.0,677.0,777.0,-12.9,True,Underpriced
Active,Idlewyld,Single Family,4700000.0,4594.0,1023.0,1172.0,-12.7,False,Underpriced
Active,Flagler Heights Bamboo Flats,Townhouse,1095000.0,2842.0,385.0,442.0,-12.7,False,Underpriced
Active,Rio Vista,Single Family,4150000.0,4390.0,945.0,1082.0,-12.6,False,Underpriced
Active,Name,Townhouse,994100.0,2220.0,448.0,512.0,-12.6,False,Underpriced
Active,Tropical Manors,Single Family,779000.0,1810.0,430.0,493.0,-12.6,False,Underpriced
Pending,Shore Club,Condo,749900.0,1500.0,500.0,571.0,-12.5,True,Underpriced
Active,Southport Townhomes,Townhouse,398000.0,1250.0,318.0,364.0,-12.5,False,Underpriced
Active,Paramount,Condo,2375000.0,2419.0,982.0,1119.0,-12.3,True,Underpriced
Active,Jackson Tower Las Olas Con,Condo,900000.0,1722.0,523.0,595.0,-12.2,True,Underpriced
Pending,Lauderdale Homesites,Single Family,410000.0,1256.0,326.0,372.0,-12.2,False,Underpriced
Active,Vantage View,Condo,409000.0,1100.0,372.0,423.0,-12.1,False,Underpriced
Active,Las Olas,Condo,605000.0,1297.0,466.0,531.0,-12.1,False,Underpriced
Active,Caravel Condominium Apartm,Condo,435000.0,1200.0,362.0,413.0,-12.1,True,Underpriced
Active,Watergarden,Condo,349000.0,820.0,426.0,484.0,-12.1,False,Underpriced
Active,Vue,Condo,599000.0,1267.0,473.0,537.0,-12.0,False,Underpriced
Active,Victoria Palms,Condo,195000.0,640.0,305.0,346.0,-11.9,False,Underpriced
Active,Las Olas,Condo,1595000.0,3080.0,518.0,588.0,-11.9,True,Underpriced
Pending,Lauderdale Manors,Single Family,300000.0,984.0,305.0,346.0,-11.9,False,Underpriced
Active,Shady Banks On New River,Single Family,925000.0,2292.0,404.0,458.0,-11.9,False,Underpriced
Active,Jacobs Landing,Single Family,999000.0,2141.0,467.0,529.0,-11.9,False,Underpriced
Active,Sole Fort Lauderdale,Condo,369999.0,1240.0,298.0,338.0,-11.8,False,Underpriced
Pending,Waverly Place,Townhouse,519000.0,1850.0,281.0,318.0,-11.8,False,Underpriced
Active,Riverview Garden Apartmen Riverview Gardens,Condo,410000.0,850.0,482.0,547.0,-11.8,True,Underpriced
Active,Jenada Villas,Single Family,1070000.0,2590.0,413.0,468.0,-11.7,True,Underpriced
Active,Coral Ridge Galt,Townhouse,837000.0,2162.0,387.0,438.0,-11.6,False,Underpriced
Active,Harbourage Place,Condo,1795000.0,3488.0,515.0,582.0,-11.6,True,Underpriced
Active,Leisure Beach,Condo,249900.0,647.0,386.0,437.0,-11.6,False,Underpriced
Pending,Lauderdale Manors,Single Family,439999.0,1584.0,278.0,314.0,-11.5,False,Underpriced
Active,Marine Tower,Condo,449000.0,1706.0,263.0,297.0,-11.5,False,Underpriced
Active,Rio Vista,Single Family,3995000.0,3985.0,1003.0,1131.0,-11.4,False,Underpriced
Active,Village Harbor Beach,Condo,179000.0,685.0,261.0,295.0,-11.4,False,Underpriced
Active,Marine Tower,Condo,439000.0,1230.0,357.0,403.0,-11.4,True,Underpriced
Active,Sunrise East,Condo,849000.0,1575.0,539.0,608.0,-11.4,True,Underpriced
Pending,March Estates,Single Family,625000.0,1531.0,408.0,461.0,-11.4,True,Underpriced
Active,Oceanage,Condo,1050000.0,1273.0,825.0,930.0,-11.3,True,Underpriced
Active,Runaway Bay,Condo,228000.0,870.0,262.0,295.0,-11.2,False,Underpriced
Active,Las Olas,Condo,520000.0,1200.0,433.0,488.0,-11.2,False,Underpriced
Active,South New River Isles,Single Family,2999900.0,3000.0,1000.0,1126.0,-11.2,True,Underpriced
Active,Point Americas,Condo,685000.0,1297.0,528.0,594.0,-11.1,True,Underpriced
Active,Las Olas,Condo,399000.0,1034.0,386.0,434.0,-11.1,False,Underpriced
Active,Essex Tower,Condo,559000.0,1218.0,459.0,516.0,-11.1,True,Underpriced
Active,Tennis Club Outerbridge Co,Condo,235000.0,960.0,245.0,275.0,-11.1,True,Underpriced
Active,Harbor Haven,Condo,374999.0,720.0,521.0,585.0,-11.0,True,Underpriced
Active,Carlton Tower,Condo,465000.0,1202.0,387.0,434.0,-10.9,False,Underpriced
Active,Village East,Condo,325000.0,1054.0,308.0,346.0,-10.9,False,Underpriced
Pending,Village East,Condo,325000.0,1054.0,308.0,346.0,-10.9,False,Underpriced
Active,Riverview Gardens,Condo,579000.0,1240.0,467.0,524.0,-10.9,True,Underpriced
Active,Shady Banks,Single Family,599000.0,1392.0,430.0,482.0,-10.8,False,Underpriced
Active,Horizon House,Condo,299000.0,970.0,308.0,346.0,-10.8,False,Underpriced
Active,Atlantic Hotel,Condo,459000.0,787.0,583.0,652.0,-10.6,True,Underpriced
Active,Tides Bridgeside Square,Condo,319999.0,720.0,444.0,497.0,-10.6,False,Underpriced
Active,Waverly Las Olas,Condo,465500.0,1350.0,345.0,386.0,-10.6,False,Underpriced
Active,Vinik,Single Family,620000.0,1679.0,369.0,413.0,-10.5,False,Underpriced
Active,Coral Isles,Single Family,6895000.0,5973.0,1154.0,1290.0,-10.5,True,Underpriced
Pending,Colee Hammock,Single Family,4749000.0,4594.0,1034.0,1154.0,-10.5,False,Underpriced
Active,Lauderdale Park,Single Family,550000.0,1370.0,401.0,449.0,-10.5,False,Underpriced
Active,Manor Grove Village One,Condo,185000.0,750.0,247.0,275.0,-10.5,False,Underpriced
Active,Lauderdale Manors,Single Family,525000.0,1802.0,291.0,325.0,-10.4,False,Underpriced
Active,Tarpon River,Single Family,1699000.0,2458.0,691.0,770.0,-10.3,False,Underpriced
Active,Osceola Park,Townhouse,839000.0,3089.0,272.0,303.0,-10.3,False,Underpriced
Active,Marine Tower,Condo,500000.0,1896.0,264.0,294.0,-10.2,False,Underpriced
Active,Hillmont Middle River Vis,Single Family,650000.0,1608.0,404.0,450.0,-10.1,True,Underpriced
Active,Point Americas,Condo,800000.0,1513.0,529.0,588.0,-10.1,True,Underpriced
Active,Strada,Condo,610000.0,1579.0,386.0,429.0,-10.0,False,Underpriced
Active,Atlantic Towers Co Op,Condo,299000.0,805.0,371.0,413.0,-10.0,False,Underpriced
Active,Boathouse,Townhouse,1295000.0,2260.0,573.0,636.0,-9.9,True,Underpriced
Pending,Coral Isles,Single Family,10999000.0,6936.0,1586.0,1759.0,-9.9,True,Underpriced
Active,Waverly,Condo,489000.0,1518.0,322.0,357.0,-9.9,False,Underpriced
Pending,Progresso,Single Family,449900.0,1180.0,381.0,423.0,-9.8,False,Underpriced
Active,Versailles,Condo,474999.0,1000.0,475.0,527.0,-9.8,True,Underpriced
Active,Atlantic Towers Co Op Atlantic Towers,Condo,578000.0,1185.0,488.0,540.0,-9.7,True,Underpriced
Active,Middle River Estates,Single Family,1199000.0,1824.0,657.0,728.0,-9.7,True,Underpriced
Active,River Reach,Condo,259900.0,931.0,279.0,309.0,-9.7,True,Underpriced
Active,Leisure Sands,Condo,278500.0,690.0,404.0,447.0,-9.7,False,Underpriced
Pending,Marina Landings,Single Family,1185000.0,2779.0,426.0,472.0,-9.7,False,Underpriced
Pending,Seminole Forest Tango Village,Townhouse,300000.0,1250.0,240.0,265.0,-9.5,False,Underpriced
Active,Coral Ridge,Townhouse,900000.0,2048.0,439.0,485.0,-9.5,False,Underpriced
Active,East Point Towers,Condo,200000.0,1005.0,199.0,220.0,-9.5,True,Underpriced
Active,Progresso,Single Family,380000.0,1015.0,374.0,414.0,-9.5,False,Underpriced
Active,Rio Nuevo,Condo,239900.0,879.0,273.0,301.0,-9.4,True,Underpriced
Pending,River Oaks,Single Family,1340499.0,3058.0,438.0,483.0,-9.3,False,Underpriced
Active,Strada,Condo,575000.0,1464.0,393.0,433.0,-9.3,False,Underpriced
Active,Sea Tower,Condo,389000.0,769.0,506.0,557.0,-9.2,True,Underpriced
Pending,Rio Vista,Single Family,3195000.0,3939.0,811.0,893.0,-9.2,False,Underpriced
Active,Pelican Isles,Single Family,8399000.0,6642.0,1265.0,1389.0,-9.0,True,Underpriced
Active,Jenada Villas,Single Family,425000.0,1205.0,353.0,388.0,-9.0,False,Underpriced
Pending,Waverly Las Olas,Condo,429500.0,1208.0,356.0,391.0,-9.0,False,Underpriced
Active,Middle River Manor,Condo,180000.0,702.0,256.0,281.0,-8.9,False,Underpriced
Pending,Jenada Villas,Single Family,515000.0,1547.0,333.0,365.0,-8.9,False,Underpriced
Active,Tennis Club Wingfield Con Tennis Club,Condo,240000.0,960.0,250.0,274.0,-8.9,True,Underpriced
Active,Harbor View Apts Harbor View,Condo,239900.0,688.0,349.0,383.0,-8.9,True,Underpriced
Active,Lauder Gate,Single Family,1000000.0,1620.0,617.0,677.0,-8.8,True,Underpriced
Active,Southport Townhomes Cond,Townhouse,415000.0,1250.0,332.0,364.0,-8.8,False,Underpriced
Active,Gallery One,Condo,149700.0,639.0,234.0,257.0,-8.8,True,Underpriced
Pending,South Ft Lauderdale,Townhouse,765000.0,2105.0,363.0,398.0,-8.7,False,Underpriced
Active,Highland Estates,Townhouse,849900.0,2785.0,305.0,334.0,-8.7,False,Underpriced
Active,Poinsettia Heights,Single Family,749000.0,1597.0,469.0,513.0,-8.6,False,Underpriced
Active,Coral Ridge,Single Family,6499500.0,6630.0,980.0,1072.0,-8.6,False,Underpriced
Active,Victoria Park,Condo,250000.0,850.0,294.0,322.0,-8.6,False,Underpriced
Active,Marina Landings,Single Family,1199000.0,2779.0,431.0,472.0,-8.6,False,Underpriced
Active,Paramount Ft Lauderdale Paramount,Townhouse,1749000.0,2408.0,726.0,795.0,-8.6,True,Underpriced
Active,Village Sailboat Bend,Townhouse,473700.0,1679.0,282.0,309.0,-8.6,False,Underpriced
Active,Venetian Condominium,Condo,699000.0,1200.0,582.0,638.0,-8.6,True,Underpriced
Active,Rio Nuevo,Condo,229000.0,750.0,305.0,334.0,-8.6,True,Underpriced
Active,Las Olas,Condo,489000.0,1218.0,401.0,439.0,-8.5,False,Underpriced
Pending,Manor Grove Village Three,Condo,239000.0,960.0,249.0,272.0,-8.5,False,Underpriced
Active,Marine Tower,Condo,345000.0,1230.0,280.0,306.0,-8.4,False,Underpriced
Active,Rio Vista,Single Family,3449000.0,3921.0,880.0,960.0,-8.4,False,Underpriced
Active,Pine Crest Village,Condo,396000.0,1200.0,330.0,360.0,-8.3,False,Underpriced
Active,Las Olas,Condo,699000.0,1161.0,602.0,657.0,-8.3,True,Underpriced
Active,Las Olas,Single Family,5800000.0,4644.0,1249.0,1360.0,-8.2,False,Underpriced
Pending,Gallery One,Condo,200000.0,836.0,239.0,261.0,-8.2,True,Underpriced
Active,Wilton Manors,Townhouse,725000.0,2000.0,362.0,395.0,-8.2,False,Underpriced
Active,Lauder Gate,Single Family,997250.0,1565.0,637.0,694.0,-8.2,True,Underpriced
Pending,Lauder Lake,Single Family,797000.0,1362.0,585.0,637.0,-8.1,True,Underpriced
Pending,Manor Grove Village Four,Condo,219900.0,850.0,259.0,281.0,-8.1,False,Underpriced
Pending,Tennis Club Tilden Tennis Club,Condo,195000.0,1056.0,185.0,201.0,-8.1,False,Underpriced
Active,Coral Ridge Galt,Single Family,1299900.0,2163.0,601.0,653.0,-8.0,False,Underpriced
Active,Breakwater Tower,Condo,399000.0,1036.0,385.0,418.0,-7.9,False,Underpriced
Active,Coral Ridge Galt,Single Family,4095000.0,4121.0,994.0,1079.0,-7.9,True,Underpriced
Active,Progresso,Single Family,519900.0,1232.0,422.0,458.0,-7.9,False,Underpriced
Active,Point Americas,Condo,995000.0,1880.0,529.0,574.0,-7.8,True,Underpriced
Active,Leisure Park Victoria Park Tower,Condo,254950.0,850.0,300.0,325.0,-7.8,False,Underpriced
Pending,Everglades Land Sales Co,Townhouse,719000.0,2005.0,359.0,388.0,-7.7,False,Underpriced
Active,Village East,Condo,254000.0,794.0,320.0,346.0,-7.7,False,Underpriced
Active,City View Townhomes City View,Townhouse,575000.0,1408.0,408.0,443.0,-7.7,False,Underpriced
Pending,South New River Isles,Single Family,2700000.0,2662.0,1014.0,1099.0,-7.7,True,Underpriced
Active,Sunrise East,Condo,774000.0,1497.0,517.0,560.0,-7.6,True,Underpriced
Active,Watergarden,Condo,640000.0,1080.0,593.0,641.0,-7.6,True,Underpriced
Active,Middle River Plaza,Townhouse,889900.0,2652.0,336.0,363.0,-7.6,False,Underpriced
Active,Atlantic Hotel,Condo,475000.0,787.0,604.0,652.0,-7.5,True,Underpriced
Active,Lake Mayan Apts Co Op,Condo,379000.0,760.0,499.0,539.0,-7.5,True,Underpriced
Active,Club Resort Residences,Condo,279000.0,584.0,478.0,516.0,-7.5,False,Underpriced
Active,Atlantic Hotel,Condo,475000.0,787.0,604.0,652.0,-7.5,True,Underpriced
Active,Gould Isles,Single Family,10495000.0,6590.0,1593.0,1722.0,-7.5,True,Underpriced
Active,River Manor,Condo,319000.0,1000.0,319.0,344.0,-7.4,True,Underpriced
Active,Pointe Middle River,Townhouse,948500.0,2152.0,441.0,476.0,-7.4,True,Underpriced
Active,Rio Nuevo,Condo,224000.0,800.0,280.0,302.0,-7.3,True,Underpriced
Active,Jenada Isles,Single Family,899000.0,2151.0,418.0,451.0,-7.3,True,Underpriced
Pending,Colee Hammock,Townhouse,1725000.0,3066.0,563.0,606.0,-7.2,False,Underpriced
Active,Marine Tower,Condo,695000.0,1940.0,358.0,386.0,-7.1,True,Underpriced
Active,Horizon House,Condo,295000.0,970.0,304.0,327.0,-7.0,False,Fair
Active,Atlantic Hotel,Condo,425000.0,690.0,616.0,662.0,-7.0,True,Fair
Active,River Oaks,Single Family,1250000.0,2887.0,433.0,466.0,-7.0,False,Underpriced
Active,Berkley South,Condo,380000.0,1328.0,286.0,308.0,-7.0,False,Fair
Active,Watergarden,Condo,829000.0,1469.0,564.0,606.0,-6.9,True,Fair
Active,Park Place,Condo,190000.0,580.0,328.0,352.0,-6.9,False,Fair
Pending,Coral Ridge Galt,Single Family,1750000.0,2995.0,584.0,627.0,-6.9,False,Fair
