"","MLS # Link","St","Area","Address","","Current Price","ZN","Year Built","Prop Type","Style of Property","Prop Type/Type of Building","Type of Property","Property SqFt","Waterfront Property (Y/N)","Sale Price","#Bays"
"501","A12001188","X","3360","3038 N Federal Hwy Unit#C","","$20","¤B-1","1960","COM/Lease","Commercial Retail","Medical Office, Retail Space","Retail","1,982","No","",""
"501","F10528201","X","3380","709 NW 8th Avenue","","$20","I","","COM/Lease","","Heavy Manufacturing, Light Manufacturing, Warehouse Space","Industrial","8,531","","",""
"501","F10500577","X","3390","1717 N Andrews Avenue","","$20","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Retail","84,504","","",""
"501","A11573726","X","3450","141 NE 32nd St","","$20","¤I-1","1971","COM/Lease","Commercial Lease","Light Manufacturing, Warehouse Space","Industrial","9,500","","","4"
"501","A11814253","X","3460","820 NW 10th Ter Unit#3","","$20","¤B-3","1958","COM/Lease","","Automotive, Industrial","Industrial","13,500","","",""
"501","A11814233","X","3460","820 NW 10th Ter Unit#4","","$20","¤B-3","1958","COM/Lease","","Automotive, Industrial","Industrial","13,500","","",""
"501","F10523098","X","3700","500 NE 3rd Avenue","","$18","RAC-CC","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","17,625","","",""
"501","F10428941","X","3250","2727 E Oakland Park Boulevard","","$17","CB","","COM/Lease","","Office/Warehouse Combination, Office Space, Retail Space, School, Warehouse Space","Commercial","15,005","","",""
"501","A11703885","X","3260","3038 N Federal Hwy Unit#D","","$17","¤B-1","1960","COM/Lease","","Office Space, Professional","Office","2,150","","",""
"501","A11592964","X","3260","3038 N Federal Hwy Unit#D","","$17","¤B-1","1960","COM/Lease","","Office Space, Professional","Office","2,150","","",""
"501","A11806810","X","3332","3031 NE 12th Ter","","$16","Warehouse Flex","1956","COM/Lease","","Warehouse Space","Industrial","13,011","","",""
"501","A11701414","X","3560","101 NE 3rd Ave Unit#1500","","$13","¤RAC-CC","1987","COM/Lease","","Office Space, Professional","Office","37,500","","",""
"501","A11707110","X","3740","216 NE 33rd St Unit#228 F","","$2","¤I-1","1975","COM/Lease","Industrial Lease","Light Manufacturing, Office/Warehouse Combination","Industrial","3,225","No","","1"
