mls,address,submarket,asset_type,status,deal_kind,price,sqft,units,price_per_unit,ppsf,pred_ppsf,ppsf_gap_pct,age,year_built,waterfront,bays,zoning,noi,implied_cap,market_cap,assumed_value,income_gap_pct,price_band
A11640494,3001 N Ocean Blvd,Area 3130,Hotel,Expired,Sale,8000000.0,18110.0,,,442.0,293.0,51.0,,,False,,CB,481726.0,0.0602,0.085,5667365.0,41.2,$5–10M
F10409873,3030 SW 4th Avenue,Area 3490,Industrial,Expired,Sale,8700000.0,48992.0,,,178.0,123.0,43.9,52.0,1974.0,False,14.0,I,474732.0,0.0546,0.0625,7595720.0,14.5,$5–10M
A11624877,925 W Broward Blvd,Area 3560,Mixed Use,Expired,Sale,8900000.0,26576.0,,,335.0,110.0,204.0,47.0,1979.0,False,,B-1,248751.0,0.0279,0.0675,3685205.0,141.5,$5–10M
F10530893,2209 NE 26th Street,Area 3370,Hotel,Expired,Sale,9600000.0,27696.0,,,347.0,226.0,53.4,69.0,1957.0,False,,RM-12,736714.0,0.0767,0.085,8667219.0,10.8,$5–10M
F10494003,850 NE 13th Street Unit#A-D,Area 3560,Mixed Use,Expired,Sale,11250000.0,17220.0,,,653.0,139.0,371.2,56.0,1970.0,False,,B-3,161179.0,0.0143,0.0675,2387840.0,371.1,$10M+
F10421930,3001 NE 12 Terrace,Area 3370,Industrial,Expired,Sale,3900000.0,13000.0,,,300.0,242.0,24.0,,,False,,,125970.0,0.0323,0.0625,2015520.0,93.5,$2.5–5M
F10283367,1122 W Broward Boulevard,Area 3470,Retail,Expired,Sale,2650000.0,7875.0,,,337.0,152.0,121.8,72.0,1954.0,False,,B-1,129975.0,0.049,0.0675,1925560.0,37.6,$2.5–5M
F10322411,0000 N Main Street,Area 3260,Commercial (other),Expired,Sale,6500000.0,25000.0,,,260.0,159.0,63.6,35.0,1991.0,False,,,338800.0,0.0521,0.07,4840000.0,34.3,$5–10M
F10492704,1827 Middle River Drive,Area 3350,Commercial (other),Expired,Sale,13900000.0,24715.0,,,562.0,159.0,252.8,64.0,1962.0,False,0.0,RM-15,334938.0,0.0241,0.07,4784824.0,190.5,$10M+
F10465676,618 NE 14th Avenue,Area 3270,Multifamily,Expired,Sale,1500000.0,9563.0,,,157.0,255.0,-38.5,75.0,1951.0,False,,,93847.0,0.0626,0.055,1706317.0,-12.1,$1–2.5M
A11932016,2826 E Oakland Park Blvd,Area 3250,Office,Expired,Sale,2850000.0,7505.0,,,380.0,140.0,172.0,46.0,1980.0,False,,CB,119292.0,0.0419,0.08,1491150.0,91.1,$2.5–5M
F10467546,2150 NW 9th Avenue,Area 3460,Commercial (other),Expired,Sale,3995000.0,22630.0,,,177.0,109.0,61.5,44.0,1982.0,False,,CB,306682.0,0.0768,0.07,4381168.0,-8.8,$2.5–5M
F10496405,817 NE 4th Avenue,Area 3270,Mixed Use,Expired,Sale,4000000.0,19125.0,,,209.0,131.0,59.7,67.0,1959.0,False,1.0,RAC-UV,179010.0,0.0448,0.0675,2652000.0,50.8,$2.5–5M
F10530037,746 NE 3rd Ave & 8th Street,Area 3270,Commercial (other),Expired,Sale,3368750.0,19250.0,,,175.0,182.0,-3.8,67.0,1959.0,False,,RAC-UV,260876.0,0.0774,0.07,3726800.0,-9.6,$2.5–5M
F10358396,600 SW 4th Avenue,Area 3500,Commercial (other),Expired,Sale,3395000.0,12363.0,,,275.0,208.0,32.0,44.0,1982.0,False,,RAC-SMU,167543.0,0.0494,0.07,2393477.0,41.8,$2.5–5M
F10544997,1730 W Sunrise Boulevard,Area 3460,Commercial (other),Expired,Sale,3400000.0,26836.0,,,127.0,100.0,27.1,59.0,1967.0,False,,B-3,363681.0,0.107,0.07,5195450.0,-34.6,$2.5–5M
A11510533,991 E Oakland Park Blvd,Area 3720,Office,Expired,Sale,3500000.0,17740.0,,,197.0,88.0,123.3,45.0,1981.0,False,,B-1,281977.0,0.0806,0.08,3524716.0,-0.7,$2.5–5M
F10466998,2455 E Sunrise Boulevard Unit#Penthouse,Area 3260,Commercial (other),Expired,Sale,3520180.0,12398.0,,,284.0,230.0,23.4,,,False,,B-1,168018.0,0.0477,0.07,2400253.0,46.7,$2.5–5M
A11615342,505 SE 20th St Unit#1-5,Area 3600,Multifamily,Expired,Sale,1799000.0,6977.0,5.0,359800.0,258.0,421.0,-38.8,68.0,1958.0,False,,RO,68469.0,0.0381,0.055,1244900.0,44.5,$1–2.5M
A11889793,2625 NE 13th Ct,Area 3260,Multifamily,Expired,Sale,2850000.0,13650.0,,,209.0,211.0,-1.2,67.0,1959.0,False,,RMM-25,133956.0,0.047,0.055,2435557.0,17.0,$2.5–5M
F10516675,618 NE 14th Avenue,Area 3270,Multifamily,Expired,Sale,1500000.0,9563.0,,,157.0,255.0,-38.5,75.0,1951.0,False,,,93847.0,0.0626,0.055,1706317.0,-12.1,$1–2.5M
A11616873,"520 Orton Ave Unit#201, 204, 403",Area 3160,Multifamily,Expired,Sale,1575000.0,3801.0,,,414.0,216.0,92.1,41.0,1985.0,False,,NBRA,37301.0,0.0237,0.055,678209.0,132.2,$1–2.5M
A11892190,834 NW 10th Ter,Area 3460,Industrial,Expired,Sale,1600000.0,16875.0,,,95.0,142.0,-33.3,57.0,1969.0,False,2.0,B-3,163519.0,0.1022,0.0625,2616300.0,-38.8,$1–2.5M
F10481743,2455 E Sunrise Boulevard Unit#Retail Portfolio Sale,Area 3260,Commercial (other),Expired,Sale,1600000.0,12398.0,,,129.0,230.0,-43.9,,,False,,B-1,168018.0,0.105,0.07,2400253.0,-33.3,$1–2.5M
F10460691,3047 N Federal Highway,Area 3380,Commercial (other),Expired,Sale,1900000.0,3130.0,,,607.0,601.0,1.0,67.0,1959.0,False,,B-1,42418.0,0.0223,0.07,605968.0,213.5,$1–2.5M
F10352347,1130 NE 6th Avenue,Area 3370,Commercial (other),Expired,Sale,1700000.0,12769.0,,,133.0,220.0,-39.4,45.0,1981.0,False,5.0,B-3,173045.0,0.1018,0.07,2472078.0,-31.2,$1–2.5M
F10432650,2133 N Dixie Highway,Area 3370,Commercial (other),Expired,Sale,1700000.0,7497.0,,,227.0,291.0,-22.1,64.0,1962.0,False,,B-3,101599.0,0.0598,0.07,1451419.0,17.1,$1–2.5M
F10503686,2617 NE 13th Court,Area 3260,Commercial (other),Expired,Sale,2475000.0,10400.0,,,238.0,252.0,-5.7,78.0,1948.0,False,,RMM-25,140941.0,0.0569,0.07,2013440.0,22.9,$1–2.5M
F10530033,724-730 3rd Avenue,Area 3270,Multifamily,Expired,Sale,2734375.0,15625.0,,,175.0,197.0,-11.0,66.0,1960.0,False,,,153338.0,0.0561,0.055,2787955.0,-1.9,$2.5–5M
F10496195,1900 E Oakland Park Boulevard,Area 3370,Retail,Expired,Sale,2050000.0,16728.0,,,123.0,123.0,-0.7,66.0,1960.0,False,6.0,"CB, RMM25",276092.0,0.1347,0.0675,4090256.0,-49.9,$1–2.5M
F10426987,842 NW 1st Avenue Unit#1-8,Area 3810,Multifamily,Expired,Sale,2079000.0,10126.0,8.0,259900.0,205.0,327.0,-37.2,53.0,1973.0,False,,RMM-25,99373.0,0.0478,0.055,1806773.0,15.1,$1–2.5M
A11948494,709 SW 4th Ct Unit#1-7,Area 3470,Multifamily,Expired,Sale,2100000.0,14000.0,7.0,300000.0,150.0,166.0,-9.9,67.0,1959.0,False,,RML-25,137390.0,0.0654,0.055,2498007.0,-15.9,$1–2.5M
F10428676,325 NW 25 Street,Area 3390,Multifamily,Expired,Sale,2179449.0,13220.0,,,165.0,215.0,-23.3,65.0,1961.0,False,,RM12,129736.0,0.0595,0.055,2358833.0,-7.6,$1–2.5M
A11564907,844 NW 10th Ter,Area 3460,Mixed Use,Expired,Sale,2200000.0,16875.0,,,130.0,91.0,42.5,61.0,1965.0,False,,B-3,157950.0,0.0718,0.0675,2340000.0,-6.0,$1–2.5M
A11766749,729 SW 2nd Ct,Area 3470,Multifamily,Expired,Sale,3000000.0,11500.0,,,261.0,185.0,41.1,65.0,1961.0,False,,RML-25,112856.0,0.0376,0.055,2051935.0,46.2,$2.5–5M
A11769839,2625 NE 13th Ct,Area 3260,Multifamily,Expired,Sale,3349000.0,13650.0,,,245.0,211.0,16.1,67.0,1959.0,False,,RMM-25,133956.0,0.04,0.055,2435557.0,37.5,$2.5–5M
F10447881,735 NW 7th Terrace,Area 3460,Industrial,Expired,Sale,2400000.0,10125.0,,,237.0,186.0,27.3,67.0,1959.0,False,,I,98111.0,0.0409,0.0625,1569780.0,52.9,$1–2.5M
A11812151,2500 Wilton Dr,Area 3370,Special Purpose,Expired,Sale,2500000.0,5664.0,,,441.0,340.0,29.9,15.0,2011.0,False,,A & E DISTRICT,74142.0,0.0297,0.075,988557.0,152.9,$2.5–5M
F10531419,1650 NE 26th Street,Area 3280,Commercial (other),Expired,Sale,2500000.0,15003.0,,,167.0,208.0,-19.9,52.0,1974.0,False,0.0,B-2,203321.0,0.0813,0.07,2904581.0,-13.9,$2.5–5M
F10469634,900 Sunrise Lane,Area 3170,Commercial (other),Expired,Sale,2500000.0,1849.0,,,1352.0,633.0,113.5,58.0,1968.0,False,,SLA,25058.0,0.01,0.07,357966.0,598.4,$2.5–5M
F10417742,2502 NE 6th Avenue,Area 3370,Commercial (other),Expired,Sale,2649000.0,6256.0,,,423.0,322.0,31.3,7.0,2019.0,False,,RS-5,84781.0,0.032,0.07,1211162.0,118.7,$2.5–5M
A11771851,2120 S Federal Hwy,Area 3600,Retail,Expired,Sale,3595000.0,12150.0,,,296.0,212.0,39.8,15.0,2011.0,False,,B-1,200533.0,0.0558,0.0675,2970864.0,21.0,$2.5–5M
F10463900,2905 NE 6th Avenue,Area 3370,Commercial (other),Expired,Sale,3600000.0,30093.0,,,120.0,139.0,-14.0,53.0,1973.0,False,,LI,407820.0,0.1133,0.07,5826005.0,-38.2,$2.5–5M
A11563857,15 NW 9th Ave,Area 3470,Industrial,Expired,Sale,2750000.0,7000.0,,,393.0,277.0,41.9,72.0,1954.0,False,6.0,B-3,67830.0,0.0247,0.0625,1085280.0,153.4,$2.5–5M
F10446472,114 NW 25th Street,Area 3390,Multifamily,Expired,Sale,2750000.0,40196.0,,,68.0,119.0,-42.4,85.0,1941.0,False,,RM-16,394467.0,0.1434,0.055,7172136.0,-61.7,$2.5–5M
A11308343,2010 Wilton Dr,Area 3380,Restaurant,Expired,Sale,2750000.0,7960.0,,,345.0,272.0,26.9,4.0,2022.0,False,,,189130.0,0.0688,0.065,2909686.0,-5.5,$2.5–5M
F10498147,533 NE 13th Street,Area 3380,Commercial (other),Expired,Sale,2850000.0,14491.0,,,197.0,266.0,-26.2,48.0,1978.0,False,,CB,196382.0,0.0689,0.07,2805458.0,1.6,$2.5–5M
F10467099,2666 E Oakland Park Boulevard,Area 3250,Commercial (other),Expired,Sale,3800000.0,15000.0,,,253.0,208.0,21.9,65.0,1961.0,False,,CB,203280.0,0.0535,0.07,2904000.0,30.9,$2.5–5M
F10541974,1215 NE 17th Court,Area 3160,Commercial (other),Expired,Sale,4500000.0,45568.0,,,99.0,59.0,66.4,71.0,1955.0,False,,B-3,617538.0,0.1372,0.07,8821965.0,-49.0,$2.5–5M
F10425362,1843 S Federal Highway,Area 3800,Commercial (other),Expired,Sale,4600000.0,12715.0,,,362.0,202.0,79.4,41.0,1985.0,False,,B-1,172314.0,0.0375,0.07,2461624.0,86.9,$2.5–5M
F10495101,2666 E Oakland Park Boulevard,Area 3250,Commercial (other),Expired,Sale,3600000.0,15000.0,,,240.0,208.0,15.5,65.0,1961.0,False,,CB,203280.0,0.0565,0.07,2904000.0,24.0,$2.5–5M
A11649334,1040 E Oakland Park Blvd,Area 3370,Retail,Expired,Sale,3650000.0,24725.0,,,148.0,100.0,47.3,65.0,1961.0,False,12.0,MR,408081.0,0.1118,0.0675,6045647.0,-39.6,$2.5–5M
F10479873,1730 W Sunrise Boulevard,Area 3560,Retail,Expired,Sale,3900000.0,26836.0,,,145.0,99.0,46.6,59.0,1967.0,False,,B-3,442923.0,0.1136,0.0675,6561819.0,-40.6,$2.5–5M
F10458308,1545 Miami Road,Area 3600,Multifamily,Expired,Sale,5295000.0,20020.0,,,264.0,241.0,9.8,53.0,1973.0,False,,RMM-25,196468.0,0.0371,0.055,3572150.0,48.2,$5–10M
F10502149,1354 Bayview Drive,Area 3260,Multifamily,Expired,Sale,5450000.0,19298.0,,,282.0,176.0,60.6,67.0,1959.0,False,,RMM-25,189383.0,0.0347,0.055,3443325.0,58.3,$5–10M
F10539676,2648 NE 32nd Street,Area 3250,Hotel,Expired,Sale,4200000.0,20004.0,,,210.0,277.0,-24.3,67.0,1959.0,False,,RMM-25,532106.0,0.1267,0.085,6260075.0,-32.9,$2.5–5M
A11724942,2724 NE 14th St,Area 3260,Multifamily,Expired,Sale,4490000.0,10000.0,,,449.0,250.0,79.7,50.0,1976.0,True,,RMM-25,98136.0,0.0219,0.055,1784291.0,151.6,$2.5–5M
F10497468,645 NE 4th Avenue,Area 3700,Multifamily,Expired,Sale,4500000.0,10126.0,,,444.0,249.0,78.3,7.0,2019.0,False,,RAC-UV,99373.0,0.0221,0.055,1806773.0,149.1,$2.5–5M
F10483251,2648 NE 32nd Street,Area 3250,Hotel,Expired,Sale,4500000.0,20004.0,,,225.0,277.0,-18.9,67.0,1959.0,False,,RMM-25,532106.0,0.1182,0.085,6260075.0,-28.1,$2.5–5M
F10495959,2817 E Oakland Park Boulevard,Area 3250,Commercial (other),Expired,Sale,4500000.0,14860.0,,,303.0,209.0,44.9,,,False,,CB,201383.0,0.0448,0.07,2876896.0,56.4,$2.5–5M
F10432503,347 N Birch Road,Area 3160,Multifamily,Expired,Sale,6895000.0,10000.0,,,690.0,129.0,435.7,,,False,,IOA,98136.0,0.0142,0.055,1784291.0,286.4,$5–10M
F10449571,2455 E Sunrise Boulevard Unit#209,Area 3260,Commercial (other),Expired,Sale,423040.0,1322.0,,,320.0,757.0,-57.7,,,False,,B-1,17916.0,0.0424,0.07,255939.0,65.3,< $1M
A11854783,925 W Broward Blvd,Area 3560,Mixed Use,Expired,Sale,7600000.0,26576.0,,,286.0,110.0,159.6,47.0,1979.0,False,,B-1,248751.0,0.0327,0.0675,3685205.0,106.2,$5–10M
A11572456,1995 E Oakland Park Blvd,Area 3360,Office,Expired,Sale,5999999.0,33482.0,,,179.0,63.0,184.6,51.0,1975.0,False,,B-1,532196.0,0.0887,0.08,6652455.0,-9.8,$5–10M
F10429656,2724 NE 14th Street,Area 3260,Multifamily,Expired,Sale,4795000.0,10000.0,,,480.0,250.0,91.9,50.0,1976.0,False,,RMM-25,98136.0,0.0205,0.055,1784291.0,168.7,$2.5–5M
F10468630,431 NW 1st Avenue,Area 3810,Commercial (other),Expired,Sale,5000000.0,15937.0,,,314.0,265.0,18.2,,,False,,RAC-UV,215978.0,0.0432,0.07,3085403.0,62.1,$5–10M
A10547525,511 SE 5th Ave Unit#101/102,Area 3800,Restaurant,Expired,Sale,5000000.0,8664.0,,,577.0,184.0,214.3,3.0,2023.0,True,0.0,,205857.0,0.0412,0.065,3167025.0,57.9,$5–10M
A11185753,425 NE 8th St,Area 3270,Flex,Expired,Sale,5000000.0,5715.0,,,875.0,347.0,151.8,62.0,1964.0,False,,RAC-UV - REGIONAL AC,84125.0,0.0168,0.07,1201783.0,316.0,$5–10M
A11857454,202 NW 14th Ave Unit#202,Area 3460,Multifamily,Expired,Sale,5200000.0,2691.0,,,1932.0,329.0,487.2,19.0,2007.0,False,,RMM-25,26408.0,0.0051,0.055,480153.0,983.0,$5–10M
F10426156,3100 SE 6th Avenue,Area 3800,Commercial (other),Expired,Sale,11900000.0,90193.0,,,132.0,71.0,85.8,54.0,1972.0,False,5.0,B-3,1222296.0,0.1027,0.07,17461365.0,-31.8,$10M+
A11690066,3020 + 3024 Seville St,Area 3130,Hotel,Expired,Sale,12000000.0,6250.0,,,1920.0,515.0,272.8,67.0,1959.0,False,,ABA,166250.0,0.0139,0.085,1955882.0,513.5,$10M+
F10513789,1916 SW 11th Street,Area 3990,Multifamily,Expired,Sale,5800888.0,26399.0,,,220.0,149.0,47.5,59.0,1967.0,False,,RD-15,259069.0,0.0447,0.055,4710350.0,23.2,$5–10M
A11587494,1916 SW 11th St,Area 3990,Multifamily,Expired,Sale,5999999.0,26399.0,,,227.0,149.0,52.6,59.0,1967.0,False,,RD-15,259069.0,0.0432,0.055,4710350.0,27.4,$5–10M
F10468635,114 NW 5th Street,Area 3810,Commercial (other),Expired,Sale,6000000.0,8126.0,,,738.0,380.0,94.5,,,False,,RAC-UV,110124.0,0.0184,0.07,1573194.0,281.4,$5–10M
F10518967,2640+2648+2667 NE 32nd Street,Area 3250,Hotel,Expired,Sale,6000000.0,29865.0,,,201.0,224.0,-10.3,70.0,1956.0,False,,RMM-25,794409.0,0.1324,0.085,9345988.0,-35.8,$5–10M
F10450312,2455 E Sunrise Boulevard Unit#815,Area 3260,Commercial (other),Expired,Sale,369495.0,1071.0,,,345.0,847.0,-59.2,,,False,,B-1,14514.0,0.0393,0.07,207346.0,78.2,< $1M
F10450333,2455 E Sunrise Boulevard Unit#CU-1C,Area 3260,Commercial (other),Expired,Sale,491250.0,8381.0,,,59.0,283.0,-79.3,,,False,,B-1,113579.0,0.2312,0.07,1622562.0,-69.7,< $1M
F10424980,3015 N Ocean Boulevard Unit#C-126,Area 3160,Commercial (other),Expired,Sale,315000.0,1938.0,,,163.0,319.0,-49.0,,,False,,CB,26264.0,0.0834,0.07,375197.0,-16.0,< $1M
F10450279,3015 N Ocean Boulevard Unit#C-115,Area 3160,Commercial (other),Expired,Sale,350000.0,1938.0,,,181.0,319.0,-43.3,,,False,,CB,26264.0,0.075,0.07,375197.0,-6.7,< $1M
F10449575,2455 E Sunrise Boulevard Unit#502,Area 3260,Commercial (other),Expired,Sale,359775.0,1107.0,,,325.0,832.0,-60.9,,,False,,B-1,15002.0,0.0417,0.07,214315.0,67.9,< $1M
F10450305,2455 E Sunrise Boulevard Unit#512,Area 3260,Commercial (other),Expired,Sale,416975.0,1283.0,,,325.0,769.0,-57.7,,,False,,B-1,17387.0,0.0417,0.07,248389.0,67.9,< $1M
A11572781,649 NW 22nd Rd,Area 3400,Commercial (other),Expired,Sale,549900.0,9134.0,,,60.0,271.0,-77.8,44.0,1982.0,False,,CB,123784.0,0.2251,0.07,1768342.0,-68.9,< $1M
A11819489,1403 NW 8th Ave,Area 3390,Multifamily,Expired,Sale,575000.0,6749.0,,,85.0,308.0,-72.3,58.0,1968.0,False,,RDS-15,66232.0,0.1152,0.055,1204218.0,-52.3,< $1M
F10447813,3015 N Ocean Boulevard Unit#C-115,Area 3160,Commercial (other),Expired,Sale,425000.0,1938.0,,,219.0,319.0,-31.2,,,False,,CB,26264.0,0.0618,0.07,375197.0,13.3,< $1M
F10450336,2455 E Sunrise Boulevard Unit#CU-1D,Area 3260,Commercial (other),Expired,Sale,482625.0,8381.0,,,58.0,283.0,-79.7,,,False,,B-1,113579.0,0.2353,0.07,1622562.0,-70.3,< $1M
F10552870,1103 E Las Olas Boulevard,Area 3280,Commercial (other),Expired,Sale,299000.0,10082.0,,,30.0,257.0,-88.5,,,False,,B-1,136631.0,0.457,0.07,1951875.0,-84.7,< $1M
A11708099,3045 N Federal Hwy Unit#6,Area 3070,Office,Expired,Sale,170000.0,401.0,,,424.0,662.0,-36.0,58.0,1968.0,False,,B-1,6374.0,0.0375,0.08,79674.0,113.4,< $1M
A11890728,201 SW 21st St,Area 3500,Industrial,Withdrawn,Sale,3395000.0,20827.0,,,163.0,175.0,-6.8,67.0,1959.0,False,15.0,RM-15,201814.0,0.0594,0.0625,3229018.0,5.1,$2.5–5M
A11851127,2826 E Oakland Park Blvd,Area 30,Office,Withdrawn,Sale,2800000.0,7505.0,,,373.0,139.0,167.7,,,False,1.0,,119292.0,0.0426,0.08,1491150.0,87.8,$2.5–5M
F10541816,311 SW 14th Way,Area 3470,Multifamily,Withdrawn,Sale,950000.0,7070.0,,,134.0,240.0,-43.9,,,False,,RS-8,69382.0,0.073,0.055,1261494.0,-24.7,< $1M
F10541814,301 SW 14th Way,Area 3470,Multifamily,Withdrawn,Sale,1280000.0,8652.0,,,148.0,215.0,-31.3,50.0,1976.0,False,,RS-8,84907.0,0.0663,0.055,1543768.0,-17.1,$1–2.5M
A11977975,1210 NE 8th Ave,Area 3560,Flex,Withdrawn,Sale,2198672.0,6378.0,,,345.0,328.0,5.2,59.0,1967.0,False,,B-3,93884.0,0.0427,0.07,1341202.0,63.9,$1–2.5M
F10556540,1210 NE 8th Avenue,Area 3560,Mixed Use,Withdrawn,Sale,2198672.0,6378.0,,,345.0,235.0,46.6,59.0,1967.0,False,,B-3,59698.0,0.0272,0.0675,884416.0,148.6,$1–2.5M
F10511940,11 SE 13th Street,Area 3800,Mixed Use,TempOff,Sale,850000.0,6250.0,,,136.0,210.0,-35.1,104.0,1922.0,False,,RMM-25,58500.0,0.0688,0.0675,866667.0,-1.9,< $1M
